title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm,description_ari,description_word_count,description_character_count,title_ari,title_word_count,title_character_count,description_sentiment,title_sentiment,top_one_genre
Terror in Resonance,SHOW,"In an alternate version of the present, Tokyo has been decimated by a shocking terrorist attack, and the only hint to the identity of the culprit is a bizarre video uploaded to the internet. The police, baffled by this cryptic clue, are powerless to stop the paranoia spreading across the population. While the world searches for a criminal mastermind to blame for this tragedy, two mysterious children - children who shouldn't even exist - masterfully carry out their heinous plan. Cursed to walk through this world with the names Nine and Twelve, the two combine to form ""Sphinx,"" a clandestine entity determine to wake the people from their slumber - and pull the trigger on this world.",2014,TV-14,21,"['animation', 'crime', 'drama', 'thriller']",['JP'],1,7.9,10188,25.64,8.29,"['drama', 'thriller']",4.0,1.0,8.094999999999999,-0.3899999999999988,0.7681033099344855,0.9276483709208561,0.3342529517064383,16.5,131,689,6.8,3,19,-0.8597320206463337,-0.2431339994072914,animation
The Killer Speaks,SHOW,Real convicted killers face the camera and describe their crimes in full detail.,2013,TV-14,43,"['crime', 'documentation']",['US'],2,7.4,303,1.197,8.110000000000001,"['crime', 'documentation']",2.0,1.0,7.755000000000001,-0.7100000000000009,0.8476605778130256,0.5545224005796812,0.5013732889702968,9.7,14,80,3.6,3,17,-0.6676771263591945,-0.36551816388964653,crime
Black Jesus,SHOW,"A TV series finds Jesus living in present day Compton, CA on a daily mission to spread love and kindness throughout the neighborhood with the help of his small but loyal group of downtrodden followers.",2014,TV-MA,21,['comedy'],['US'],3,6.9,3477,8.195,5.86,['comedy'],1.0,1.0,6.380000000000001,1.04,0.7743576575786824,0.5545224005796812,0.6759702638101563,18.5,37,201,3.1,2,11,0.8150744473095983,0.037747882306575775,comedy
No Game No Life,SHOW,"This is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Kuuhaku."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.

The mysterious god welcomes the two to Disboard, a world where all forms of conflict are settled through high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child’s play, the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard, defeat Tet, and become the gods of this new, gaming-is-everything world.",2014,TV-14,24,"['animation', 'comedy', 'fantasy', 'scifi']",['JP'],1,7.7,14690,26.944,8.65,"['fantasy', 'scifi']",4.0,1.0,8.175,-0.9500000000000002,0.8093455676382225,0.9276483709208561,0.5541555478258267,17.7,180,947,-5.4,4,15,0.44112877920269966,-0.2115487903356552,animation
The Wrong Mans,SHOW,"Comedy thriller about two well-meaning idiots who become entangled in a hideous world of crime, conspiracy and corruption.",2013,TV-MA,30,"['action', 'comedy', 'crime', 'european', 'thriller']",['GB'],2,7.8,7307,8.19,7.57,"['action', 'comedy']",5.0,1.0,7.6850000000000005,0.22999999999999954,0.7600153829094193,0.9307862760908432,0.7460319361317312,15.0,20,122,-1.2,3,14,-0.8070113714784384,-0.42799164541065693,action
Legit,SHOW,"Jim Jefferies, an edgy, foul-mouthed stand-up comedian from Australia, in his mid-30s and living in LA, is endeavoring to make his life and career more “legit,” only to find it a difficult, uncomfortable uphill struggle every step of the way. Jim is encouraged in his quest by Steve, his neurotic best friend and roommate, a cyber-law library salesman who struggles to stay on his feet in the wake of a divorce, and Steve’s brother Billy, who suffers from advanced staged Muscular Dystrophy and is confined to a wheelchair.",2013,TV-MA,22,['comedy'],['US'],2,8.1,8338,11.224,7.839999999999999,['comedy'],1.0,1.0,7.969999999999999,0.2600000000000007,0.7743576575786824,0.5545224005796812,0.8229586840992976,23.9,104,523,2.6,1,5,0.015993118286132812,0.0009778589010238647,comedy
Clarence,SHOW,"The adventures of a young boy named Clarence, who is optimistic about everything, and his two best friends Jeff and Sumo.",2014,TV-PG,14,"['animation', 'comedy', 'family']",['US'],3,6.7,9381,52.252,7.03,"['animation', 'comedy']",3.0,1.0,6.865,-0.33000000000000007,0.8166436705145546,0.5545224005796812,0.7460319342827546,11.7,24,121,16.8,1,8,0.8494424684904516,0.04007872939109802,animation
Fate/stay night [Unlimited Blade Works],SHOW,"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Tohsaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.

One of Rin's classmates, Shirou Emiya, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War.",2014,TV-14,25,"['action', 'animation', 'drama', 'fantasy', 'romance', 'scifi']",['JP'],2,8.0,7604,61.915,8.2,"['drama', 'scifi']",6.0,1.0,8.1,-0.1999999999999993,0.7602634158674381,0.9276483709208561,0.08427782252380096,12.0,145,752,14.0,7,39,-0.007236838340759277,0.018933262676000595,action
The Rewrite,MOVIE,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",2014,PG-13,107,"['comedy', 'romance']",['US'],,6.3,20156,12.878,6.4,"['comedy', 'romance']",2.0,1.0,6.35,-0.10000000000000053,0.7767652088457677,0.5545224005796812,0.7460319345951828,14.9,30,160,3.1,2,11,-0.3613490089774132,-0.014578349888324738,comedy
Serena,MOVIE,"North Carolina mountains at the end of the 1920s – George and Serena Pemberton, love-struck newly-weds, begin to build a timber empire. Serena soon proves herself to be equal to any man: overseeing loggers, hunting rattle-snakes, even saving a man’s life in the wilderness. With power and influence now in their hands, the Pembertons refuse to let anyone stand in the way of their inflated love and ambitions. However, once Serena discovers George’s hidden past and faces an unchangeable fate of her own, the Pemberton’s passionate marriage begins to unravel leading toward a dramatic reckoning.",2014,R,102,"['drama', 'history', 'romance']",['US'],,5.4,28642,11.54,6.04,"['drama', 'romance']",3.0,1.0,5.720000000000001,-0.6399999999999997,0.8407510241279319,0.5545224005796812,0.8229586831976854,15.4,113,595,7.3,1,6,0.1651904433965683,0.00030037760734558105,drama
Legends,SHOW,"Working for the FBI's Deep Cover Operations division, Martin Odum can transform himself into a different person -- whether it's an assignment as a Serbian extremist, a corrupt Chicago police officer, a British special forces colonel, or a legendary computer hacker. But when he learns that his life, itself, may be a lie, he faces the demands of his job and a desire to solve the mystery of his identity. And given the choice between the two, Odum doesn't always make the right decision.",2014,TV-14,44,"['action', 'crime', 'drama', 'thriller']",['US'],2,7.4,13134,20.486,7.03,"['action', 'drama']",4.0,1.0,7.215,0.3700000000000001,0.7487047962481351,0.5545224005796812,0.907384877954637,15.3,98,487,12.0,1,7,-0.4205310121178627,0.11334842443466187,action
Intruders,SHOW,Members of a secret society chase immortality by seeking refuge in the bodies of others.,2014,TV-MA,43,"['drama', 'fantasy', 'scifi', 'thriller']",['US'],1,6.6,3690,17.417,7.119999999999999,"['fantasy', 'scifi']",4.0,1.0,6.859999999999999,-0.5199999999999996,0.7928321495107311,0.5545224005796812,0.7460319357621895,9.3,16,88,21.5,1,9,-0.17266280949115753,-0.31152017787098885,drama
Cheap Thrills,MOVIE,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price.",2013,,88,"['comedy', 'crime', 'drama', 'horror', 'thriller']",['US'],,6.7,18979,7.453,6.76,"['crime', 'drama']",5.0,1.0,6.73,-0.05999999999999961,0.7267639536836499,0.5545224005796812,0.5541555481971412,7.0,34,166,7.8,2,13,-0.30817707628011703,0.559903722256422,comedy
Being Mary Jane,SHOW,"Mary Jane Paul is a one-woman-show: a successful TV news anchor, and an entirely self-sufficient powerhouse who remains devoted to a family that doesn't share her motivation. Intense drama and unforgettable moments unfold as Mary Jane juggles her life, her relationships, her work, and commitments to her family.",2014,TV-14,42,"['drama', 'romance', 'thriller']",['US'],5,7.6,3944,12.891,8.02,"['drama', 'romance']",3.0,1.0,7.81,-0.41999999999999993,0.7555930220237095,0.5545224005796812,0.5013732876586416,16.6,56,312,0.5,3,15,0.6729482803493738,0.06645643897354603,drama
"20,000 Days on Earth",MOVIE,A semi-fictionalized documentary about a day in the life of Australian musician Nick Cave's persona.,2014,,97,"['documentation', 'drama', 'music']",['GB'],,7.4,11395,6.251,7.39,"['documentation', 'drama']",3.0,1.0,7.395,0.010000000000000675,0.8363801162205254,0.9307862760908432,0.409792248187448,13.1,17,100,0.6,4,20,0.007352277636528015,-0.07526935636997223,documentation
Nisekoi,SHOW,"Nisekoi follows high school students Raku Ichijo, the son of a leader in the yakuza faction Shuei-Gumi, and Chitoge Kirisaki, the daughter of a boss in a rival gang known as Beehive. They unexpectedly meet when Chitoge hops a wall and knees Raku in the face. After she runs off, Raku realizes he has lost his locket which was given to him by his childhood sweetheart with whom he made a secret promise. After discovering Chitoge is a new transfer student in his class, he forces her to help him look for the locket. During the search, they begin to dislike each other.[8]

Upon returning home, Raku learns that the Shuei-Gumi and Beehive gangs have agreed to settle their feud by pairing their leaders' children. Raku learns that his girlfriend-to-be is none other than Chitoge. For the next three years, they must pretend to be in a relationship to maintain peace between the gangs. This turns out to be quite a challenging task, not only because of their hatred for one another, but also because Raku has a crush on another schoolmate, Kosaki Onodera, whom he secretly wishes was the girl who bears the key to his locket. Various developments complicate the situation, including Chitoge's over-protective bodyguard, a female hitman, a girl who claims to be Raku's fiancée, and the existence of multiple keys.",2014,TV-14,24,"['animation', 'comedy', 'romance']",['JP'],2,7.4,3307,18.089,8.65,"['animation', 'comedy']",3.0,1.0,8.025,-1.25,0.7838986675504462,0.9276483709208561,0.6121902524388997,12.6,256,1312,12.0,1,7,-0.3548557683825493,0.002074137330055237,animation
Mistresses,SHOW,"Meet Savi, a successful career woman working toward the next phase in her life—both professional and personal—simultaneously bucking for partner at her law firm while she and her husband, Harry, try to start a family of their own. Savi's free-spirited and capricious baby sister, Josselyn, couldn't be more different—living single, serial dating and partying, and regularly leaning on her big sister along the way. Their common best friend, April, a recent widow and mother of two, is rebuilding her life after tragedy and learning to move forward, with the support and guidance of her closest girlfriends. And friend Karen, a successful therapist with her own practice, reconnects with the girls after her involvement in a complicated relationship with a patient goes far too deep.",2013,TV-14,43,"['drama', 'romance', 'thriller']",['US'],4,7.2,13400,14.066,5.86,"['drama', 'thriller']",3.0,1.0,6.53,1.3399999999999999,0.7555930220237095,0.5545224005796812,0.6121902528889619,19.1,143,782,26.2,1,10,0.5145657025277615,-0.16802576929330826,drama
A Long Way Down,MOVIE,"Four lost souls—a disgraced TV presenter, a foul-mouthed teen, an isolated single mother and a solipsistic muso—decide to end their lives on the same night, New Year's Eve. When this disillusioned quartet of strangers meet unintentionally at the same suicide hotspot, a London high-rise with the well-earned nickname Topper's Tower, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family and becoming media sensations as the Topper House Four and searching together for the reasons to keep on living.",2014,R,96,"['comedy', 'drama']","['DE', 'GB']",,6.3,33172,14.971,6.58,"['comedy', 'drama']",2.0,2.0,6.4399999999999995,-0.28000000000000025,0.676586758987894,0.9425652623826001,0.5013732892394303,25.8,96,552,-5.4,4,15,-0.575514379888773,-0.44141822680830956,comedy
Tyler Perry's The Haves and the Have Nots,SHOW,"Follow the complicated dynamic between the rich and powerful Cryer family and the hired help who work in their opulent Savannah, Georgia, mansion.",2013,TV-14,42,"['crime', 'drama', 'romance']",['US'],8,6.0,3337,27.481,7.839999999999999,"['crime', 'drama']",3.0,1.0,6.92,-1.839999999999999,0.7709532068197845,0.5545224005796812,0.11682624611534961,15.5,26,146,2.6,9,41,0.07514568418264389,0.039797063916921616,crime
