title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm,description_ari,description_word_count,description_character_count,title_ari,title_word_count,title_character_count,description_sentiment,title_sentiment,top_one_genre
The Laws of Thermodynamics,MOVIE,"Manel, a physicist working on his PhD thesis, accidentally fall in love with Elena, a young model and aspiring actress.",2018,,100,"['comedy', 'european']",['ES'],,6.0,2762,5.905,6.22,"['comedy', 'european']",2.0,1.0,6.109999999999999,-0.21999999999999975,0.8444160766147387,0.9738945956460092,0.3342529518804195,12.1,24,119,7.7,4,26,0.3496552128344774,-0.041541121900081635,comedy
Boca Juniors Confidential,SHOW,"Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.",2018,,42,"['documentation', 'sport']",['AR'],1,6.3,352,1.33,7.839999999999999,"['documentation', 'sport']",2.0,1.0,7.069999999999999,-1.5399999999999991,0.9173890216261732,0.991576273927538,0.370196307930401,17.9,22,133,16.2,3,25,0.5137407472357154,-0.021751273423433304,documentation
Handsome: A Netflix Mystery Movie,MOVIE,LA homicide detective Gene Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,2017,,81,"['comedy', 'documentation']",['US'],,5.2,4551,9.029,5.77,"['comedy', 'documentation']",2.0,1.0,5.484999999999999,-0.5699999999999994,0.7773926129874297,0.5545224005796812,0.13010611313284146,13.5,24,133,8.4,6,33,-0.6214972604066133,0.20886814640834928,comedy
Dinotrux: Supercharged,SHOW,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",2017,TV-Y7,23,"['action', 'animation', 'comedy', 'family']",['US'],3,7.5,98,8.19,9.46,"['action', 'animation']",4.0,1.0,8.48,-1.9600000000000009,0.7898511186170518,0.5545224005796812,0.2720671085101758,13.3,29,145,29.0,3,22,0.9198302628938109,0.20976559445261955,action
Hometown Holiday,MOVIE,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really hit it off. Ryan is in her hometown to sign a local rancher turned viral signing sensation as his new client. Now with Krista also in Rust Creek, maybe there is more of a reason to stick around. Both are holding onto things from their past and are forced to make some decisions if they truly want to be together.",2018,,84,"['comedy', 'drama', 'romance']",['CA'],,5.0,1003,3.821,6.04,"['comedy', 'drama']",3.0,1.0,5.52,-1.04,0.6961172323212071,0.9632214406888344,0.5541555481423276,8.5,102,502,14.9,2,16,0.4940018719062209,0.06235457956790924,comedy
Inside the Criminal Mind,SHOW,Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,2018,TV-MA,49,"['crime', 'documentation']",['US'],1,5.4,1014,2.304,6.49,"['crime', 'documentation']",2.0,1.0,5.945,-1.0899999999999999,0.8476605778130256,0.5545224005796812,0.30164126426975735,16.2,16,110,5.3,4,24,-0.8822467036079615,-0.16618167236447334,crime
Jailbreak,MOVIE,"What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets trapped in the prison will have to fight their way out for survival, to protect a key witness [Savin Phillip].",2017,,100,"['action', 'comedy']",['KH'],,5.4,1467,3.748,6.3100000000000005,"['action', 'comedy']",2.0,1.0,5.855,-0.9100000000000001,0.7829167055137609,0.9996585684427878,0.7460319360794905,13.3,63,296,21.5,1,9,-0.45473606139421463,-0.10298404097557068,action
"Roxanne, Roxanne",MOVIE,"The most feared battle emcee in early-'80s NYC was a fierce teenager from the Queensbridge projects with the weight of the world on her shoulders. At age 14, hustling the streets to provide for her family, Roxanne Shanté was well on her way to becoming a hip-hop legend.",2017,,98,"['drama', 'music']",['US'],,6.2,3222,10.636,6.49,"['drama', 'music']",2.0,1.0,6.345000000000001,-0.29000000000000004,0.8808913778936379,0.5545224005796812,0.40979224953103954,12.5,52,270,14.9,3,16,-0.03749968111515045,0.05344125255942345,drama
Quién te cantará,MOVIE,"Lila, a famous retired singer, loses her memory after suffering an accident, just as she planned her return to the stage.",2018,,125,"['drama', 'european', 'music', 'thriller']","['ES', 'FR']",,6.9,2915,6.137,7.4799999999999995,"['drama', 'thriller']",4.0,2.0,7.1899999999999995,-0.5799999999999992,0.8363513282108359,0.9601859639197274,0.4097922506409481,11.7,25,121,2.1,3,16,-0.5818004384636879,-0.05001894384622574,drama
Something Huge,MOVIE,"Dani Tomás (Berto Romero) is a television screenwriter disillusioned and bored of his work. One day he receives unexpected news: for a legal error he must repeat eighth grade. Now, he returns to a world he already thought he had forgotten, living new experiences and experiencing a multitude of unexplained situations and hilarious events. But he will not be alone in this epic adventure, because he will have the help of the peculiar director of the school (Carlos Areces), a police officer (Antonio de la Torre, May God forgive us) and an enigmatic classmate (Carolina Bang).",2017,,86,"['comedy', 'european']",['ES'],,4.4,483,2.809,4.42,"['comedy', 'european']",2.0,1.0,4.41,-0.019999999999999574,0.8444160766147387,0.9738945956460092,0.5013732898327914,14.2,114,577,10.2,2,14,0.20465759932994843,0.3215703070163727,comedy
Sparta,SHOW,"If you ever asked yourself what if there is any place where all your desires could suddenly come true, you should play «Sparta». «Sparta» is a game without any rules. Experiencing the game will change your life by the reason of virtual world crossing the borders and becoming the part of our daily routine.",2018,TV-MA,53,"['drama', 'thriller']",['RU'],1,6.6,449,9.31,7.93,"['drama', 'thriller']",2.0,1.0,7.265,-1.33,0.7739429126779911,0.9977103113834572,0.8229586850641171,9.7,62,306,7.3,1,6,0.5917300283908844,-0.036449745297431946,drama
Lucid Dream,MOVIE,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",2017,,101,"['scifi', 'thriller']",['KR'],,6.1,3680,13.492,6.58,"['scifi', 'thriller']",2.0,1.0,6.34,-0.4800000000000004,0.8725153237656198,0.9686905083549058,0.6121902510157604,13.0,49,262,3.1,2,11,-0.062024202197790146,0.06784279644489288,scifi
Carbone,MOVIE,"In danger of losing his business, Anthony Roca, an ordinary man, develops a scam that will become the heist of the century. Overtaken by the crime, he will have to deal with betrayal, murder and settling.",2017,,104,"['crime', 'european', 'thriller']","['BE', 'FR']",,6.5,2587,8.097,7.119999999999999,"['crime', 'thriller']",3.0,2.0,6.81,-0.6199999999999992,0.8522510697322904,0.9761154637926904,0.7460319338621109,9.7,43,204,12.0,1,7,-0.8375333095900714,-0.00021801888942718506,crime
Bhavesh Joshi Superhero,MOVIE,"A young man who stands for the right discovers that he's destined to do bigger things, which will transform him from a common man into a Superhero.",2018,,155,"['action', 'crime', 'drama']",['IN'],,7.6,8857,4.151,8.2,"['action', 'crime']",3.0,1.0,7.8999999999999995,-0.5999999999999996,0.7770610389977889,0.9216856422869464,0.27206710573497955,13.2,30,147,13.0,3,23,0.9267514003440738,0.1608496829867363,action
Nothing to Hide,MOVIE,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.",2018,,93,"['comedy', 'drama', 'european']","['BE', 'FR', 'IT']",,6.8,15185,13.897,6.85,"['comedy', 'drama']",3.0,3.0,6.824999999999999,-0.04999999999999982,0.7668543911832564,0.974480298344426,0.7460319359190348,12.6,26,133,0.5,3,15,-0.432480163872242,-0.1328093782067299,comedy
A.I.C.O. -Incarnation-,SHOW,"In Japan in the year 2035, an accident known as the ""Burst"" occurs during a research project, spawning an out-of-control artificial life form called ""Matter"" that has spread throughout the Kurobe Gorge. The research city that was once hailed as the hope for humanity is cordoned off by the government. Two years later, 15-year-old Aiko Tachibana, who lost her family in the Burst, learns something unbelievable from Yuya Kanzaki, a new student at her school. A secret is hidden within her body, and the answer to the puzzle lies at the ""Primary Point"" that was the center of the Burst. Aiko resolves to infiltrate the restricted area, escorted by a team of divers and with Yuya as her guide. When boy meets girl with the fate of humanity in their hands, what new truth will come to light?",2018,TV-14,25,"['action', 'animation', 'scifi']",['JP'],1,6.3,1203,11.039,6.67,"['action', 'animation']",3.0,1.0,6.484999999999999,-0.3700000000000001,0.8599483126236995,0.9276483709208561,0.27206710756968916,12.3,159,788,29.0,3,22,-0.20037054270505905,-0.02515571564435959,action
The Awakening of Motti Wolkenbruch,MOVIE,"The young Orthodox Jew, Motti Wolkenbruch, finds himself at a turning point. His beloved mother wants him to get married and presents one marriage candidate after the other. Unfortunately none of the woman pleases him, because they all look just like her. The situation gets even more complicated, when Motti secretly falls in love with the non-Jewish girl Laura, a so-called Shiksa.",2018,,94,"['comedy', 'drama', 'european']","['CH', 'DE']",,6.6,4330,8.709,6.130000000000001,"['comedy', 'drama']",3.0,2.0,6.365,0.46999999999999886,0.7668543911832564,0.9877465507784142,0.19898672339538584,10.8,71,383,9.3,5,34,-0.6169672384858131,-0.005650598555803299,comedy
My Shy Boss,SHOW,The isolated life of an extreme introvert is thrown out of order when his company hires a new employee: a cheery extrovert who's not all she seems.,2017,TV-MA,71,"['comedy', 'drama', 'romance']",['KR'],1,7.2,1614,10.861,8.2,"['comedy', 'drama']",3.0,1.0,7.699999999999999,-0.9999999999999991,0.6961172323212071,0.9686905083549058,0.6121902537434213,13.2,30,147,-5.9,3,11,-0.7032076884061098,0.055770568549633026,comedy
100 Days My Prince,SHOW,"Lee Yool falls off a cliff and nearly dies in an attempted assassination. He loses his memory, and wanders for 100 days under a new name and personality. During this period, he meets Hong Sim, head of the first detective agency in Joseon.",2018,TV-14,75,"['action', 'comedy', 'drama', 'history', 'romance', 'thriller']",['KR'],1,7.7,2068,10.313,8.4907,"['drama', 'thriller']",6.0,1.0,8.09535,-0.7907000000000002,0.7247626109495406,0.9686905083549058,0.40979224841979633,7.2,49,238,-1.9,4,18,-0.4681806992739439,0.23324562050402164,action
Afflicted,SHOW,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,2018,TV-MA,42,"['documentation', 'reality', 'thriller']",['BR'],1,5.1,1120,6.058,5.680000000000001,"['documentation', 'thriller']",3.0,1.0,5.390000000000001,-0.580000000000001,0.8535986395666835,0.9867304319114597,0.6759702659847117,20.7,21,132,21.5,1,9,-0.5792593471705914,-0.3582785427570343,documentation
Bill Burr: Walk Your Way Out,MOVIE,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",2017,,77,"['comedy', 'documentation']",['US'],,7.2,7256,4.913,7.119999999999999,"['comedy', 'documentation']",2.0,1.0,7.16,0.08000000000000096,0.7773926129874297,0.5545224005796812,0.24526100062025546,15.4,23,133,-0.5,7,28,-0.21747244894504547,0.051394425332546234,comedy
Dancing Queen,SHOW,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day -- and the drag world by night.,2018,,41,"['music', 'reality']",['US'],1,6.9,1614,7.295,6.9399999999999995,"['music', 'reality']",2.0,1.0,6.92,-0.03999999999999915,0.9445173997696686,0.5545224005796812,0.9073848802116007,8.0,26,129,7.8,2,13,0.8287972034886479,0.2932227738201618,music
Million Yen Women,SHOW,"Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",2017,,30,"['comedy', 'crime', 'drama', 'romance']",['JP'],1,7.6,1835,10.133,7.119999999999999,"['crime', 'drama']",4.0,1.0,7.359999999999999,0.4800000000000004,0.6987034313925482,0.9276483709208561,0.4533907449737184,15.0,25,144,3.6,3,17,0.5886257863603532,-0.11468217894434929,comedy
Fugitiva,SHOW,A woman organizes an escape plan camouflaged as a kidnapping to protect her children from her husband's enemies.,2018,TV-MA,52,"['action', 'crime', 'drama', 'thriller']",['ES'],1,5.6,665,5.727,7.21,"['drama', 'thriller']",4.0,1.0,6.404999999999999,-1.6100000000000003,0.7487047962481351,0.9738945956460092,0.7460319339524614,12.4,20,112,16.8,1,8,-0.4409353844821453,-0.2914951890707016,action
The Legend of Cocaine Island,MOVIE,A family man with no drug running experience searches the Caribbean for a lost stash of cocaine said to be worth at least $2 million.,2018,,87,['documentation'],['US'],,6.3,3323,11.611,6.85,['documentation'],1.0,1.0,6.574999999999999,-0.5499999999999998,0.8829181764295086,0.5545224005796812,0.3701963068510614,11.6,27,133,3.7,5,28,-0.2966860383749008,-0.017893902957439423,documentation
Barbie: Dolphin Magic,MOVIE,"Barbie and her sisters take off on another exciting, global adventure to visit their friend Ken at his summer internship at a beautiful and exotic coral reef.",2017,G,63,['fantasy'],['CA'],,,,11.038,7.03,['fantasy'],1.0,1.0,7.03,,0.9340342631386561,0.9632214406888344,0.33425295185722315,15.1,29,158,9.9,4,21,0.9598732669255696,0.14942418411374092,fantasy
Birdshot,MOVIE,"A farm girl mistakenly shoots and kills an endangered Philippine Eagle. When authorities begin a manhunt to track down the eagle’s killer, they stumble upon an even more horrific discovery.",2017,,116,"['drama', 'thriller']",['PH'],,6.6,792,2.463,6.85,"['drama', 'thriller']",2.0,1.0,6.725,-0.25,0.7739429126779911,0.9891759800800156,0.7460319352082019,11.2,35,189,16.8,1,8,-0.9231040473096073,0.03248921036720276,drama
Steel Rain,MOVIE,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",2017,,139,"['action', 'drama', 'thriller']",['KR'],,7.1,5581,14.511,7.4799999999999995,"['action', 'thriller']",3.0,1.0,7.289999999999999,-0.3799999999999999,0.7613371103254047,0.9686905083549058,0.675970265983715,12.2,29,139,0.8,2,10,-0.2693915627896786,0.035645872354507446,action
Christmas with a View,MOVIE,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",2018,,90,"['drama', 'family', 'romance']",['CA'],,5.1,4574,10.989,6.22,"['family', 'romance']",3.0,1.0,5.66,-1.12,0.7963803984476376,0.9632214406888344,0.6121902532819399,13.2,68,380,1.8,4,21,-0.023517057299613953,0.1419350430369377,drama
Greg Davies: You Magnificent Beast,MOVIE,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast.",2018,,66,['comedy'],['GB'],,7.1,2387,2.445,6.85,['comedy'],1.0,1.0,6.975,0.25,0.7743576575786824,0.9307862760908432,0.14481099292078353,8.9,22,102,9.3,6,34,0.879372596507892,0.3098755944520235,comedy
Catfight,MOVIE,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,2017,,96,"['action', 'comedy', 'drama']",['US'],,5.9,6323,6.831,5.95,"['comedy', 'drama']",3.0,1.0,5.925000000000001,-0.04999999999999982,0.6999189450063742,0.5545224005796812,0.6759702660551444,10.9,20,110,16.8,1,8,-0.3859446384012699,0.04186044633388519,action
Paradise Lost,MOVIE,"Marked by losses and mismatches, José's eccentric family seek to be happy while locked in Paraíso Perdido, a nightclub that has stopped in time, where they sing popular romantic music.",2018,,110,"['documentation', 'drama', 'music']",['BR'],,6.9,689,3.322,7.75,"['drama', 'music']",3.0,1.0,7.325,-0.8499999999999996,0.8363801162205254,0.9867304319114597,0.675970264340389,17.9,35,184,7.8,2,13,0.2995787337422371,-0.3682398833334446,documentation
Ali's Wedding,MOVIE,"After a ""white lie"" which spirals out of control, a neurotic, naive and musically gifted Muslim cleric's eldest son must follow through with an arranged marriage, except he is madly in love with an Australian born-Lebanese girl.",2017,,110,"['comedy', 'drama', 'romance']",['AU'],,6.9,5008,5.584,7.39,"['comedy', 'romance']",3.0,1.0,7.145,-0.4899999999999993,0.6961172323212071,0.9838745166246264,0.5013732897171146,21.5,44,228,7.8,3,13,-0.34044862538576126,0.005900375545024872,comedy
Toilet: A Love Story,MOVIE,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",2017,,155,"['comedy', 'drama', 'romance']",['IN'],,7.2,20896,5.129,7.2829,"['comedy', 'drama']",3.0,1.0,7.24145,-0.08289999999999953,0.6961172323212071,0.9216856422869464,0.4533907451552922,7.4,37,180,0.6,5,20,-0.44648175686597824,-0.013150826096534729,comedy
When Angels Sleep,MOVIE,"Germán, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. From that moment, Germán will have to do everything in his power to prevent his life from being destroyed forever.",2018,,94,"['action', 'crime', 'drama', 'european', 'fantasy', 'horror', 'thriller']",['ES'],,5.5,3684,7.521,6.04,"['drama', 'thriller']",7.0,1.0,5.77,-0.54,0.7633711211291712,0.9738945956460092,0.5013732870659647,12.4,49,249,3.6,3,17,-0.6441863253712654,-0.024579204618930817,action
72 Dangerous Animals: Asia,SHOW,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,TV-14,47,['documentation'],['US'],1,6.6,517,10.561,6.58,['documentation'],1.0,1.0,6.59,0.019999999999999574,0.8829181764295086,0.5545224005796812,0.37019630797678965,6.5,25,126,7.7,5,26,-0.6198887266218662,-0.2733509074896574,documentation
The Stolen,MOVIE,"The story of a woman who must find her kidnapped son, navigating a world she doesn't know, on the edge of danger with every heartbeat.",2017,,98,"['action', 'drama', 'thriller', 'western']","['DE', 'GB', 'NZ']",,5.3,1330,6.15,5.95,"['drama', 'western']",4.0,3.0,5.625,-0.6500000000000004,0.8606940776274932,0.9617217131116343,0.7460319355371442,11.8,29,134,0.8,2,10,-0.4802285749465227,-0.3747945949435234,action
Perú: Tesoro Escondido,MOVIE,"Perú: tesoro escondido is a documentary genre film about the secrets of Perú. The millinery culture of their ancestors, the beautiful landscapes, the tourist places and other places not yet discovered by the tourism and culinary culture, one of the richest in the world, stands out in this story. The documentary tells a story of a journey through culinary culture, beaches, the Amazon and the cultural heritage of the civilizations that inhabited Peru. Throughout the film, part of the geography and society of Peru is portrayed. The documentary focuses on five main areas: culinary culture, beaches, the Cordillera, the Amazon and the cultural heritage of ancient civilizations. This story focuses on highlighting the best known icons of the country, such as Machu Picchu, and others not so well known and difficult to access. The film is dressed with impressive images of the Ica desert and the sunrise in the Amazon jungle.",2017,,76,['documentation'],['PE'],,6.1,527,10.669,8.2,['documentation'],1.0,1.0,7.1499999999999995,-2.0999999999999996,0.8829181764295086,0.9986362306241949,0.24526100031140097,13.6,172,927,11.5,4,22,0.6503919856622815,-0.00732770562171936,documentation
Break,MOVIE,"Lucie, a young dancer suffers an accident. When she wakes up from a coma, she and her partner start training for a dance show. On the way, she starts looking for her estranged father, a path that might lead her to life-changing love.",2018,,91,"['comedy', 'drama', 'european']",['FR'],,5.7,1177,9.378,6.4,"['comedy', 'drama']",3.0,1.0,6.050000000000001,-0.7000000000000002,0.7668543911832564,0.9695844725650858,0.8229586853242249,6.6,50,233,2.6,1,5,0.06647495925426483,-0.05024729669094086,comedy
My Dead Ex,SHOW,"A classic, will-they-won't they romance story. Charley is living your typical teenage girl’s life. Ben, Charley’s not so secret admirer, isn’t living at all. But a little thing like death can’t stop these two teens from falling in love. Or maybe it can.",2018,,25,"['comedy', 'drama', 'scifi']",['US'],1,7.4,485,4.739,7.119999999999999,"['comedy', 'drama']",3.0,1.0,7.26,0.28000000000000114,0.740874057227011,0.5545224005796812,0.6759702661303439,6.0,60,253,-7.5,3,10,-0.10247825086116791,-0.35527991503477097,comedy
Misty,SHOW,"When a popular anchorwoman for a prime time news show becomes the suspect in a murder case, her estranged husband - who has worked as a prosecutor in the past but now works as a public defender - decides to defend his wife.",2018,TV-MA,71,"['crime', 'drama', 'romance', 'thriller']",['KR'],1,8.1,620,5.594,8.110000000000001,"['crime', 'drama']",4.0,1.0,8.105,-0.010000000000001563,0.743303909461451,0.9686905083549058,0.8229586856492597,19.8,45,223,2.6,1,5,-0.26703349128365517,-0.02719646692276001,crime
Black Is Beltza,MOVIE,"New York City, October 10, 1965. A group of wooden giant figures from Pamplona, representing Basque culture and traditions, parade down the street; but the local authorities have not allowed the appearance of all of them: due to the racial prejudices that persist in many sectors of society, the participation of two black giants has been banned.",2018,,88,"['animation', 'drama', 'thriller']",['ES'],,5.8,301,3.958,6.76,"['animation', 'thriller']",3.0,1.0,6.279999999999999,-0.96,0.7868041823733155,0.9738945956460092,0.5541555491089637,16.8,66,346,0.5,3,15,-0.44293611496686935,-0.026080742478370667,animation
Terrorism Close Calls,SHOW,"The war on terror is everywhere and anywhere. In this series, we learn about the deadly terrorist attacks that almost happened or were not as deadly as planned. Each episodes explores a recently declassified terrorist scheme intended to cause mass casualties.",2018,,48,['documentation'],['US'],1,5.2,712,1.837,7.4799999999999995,['documentation'],1.0,1.0,6.34,-2.2799999999999994,0.8829181764295086,0.5545224005796812,0.3016412646073003,10.6,45,259,9.9,3,21,-0.7770951064303517,-0.45981929637491703,documentation
Edge of Fear,MOVIE,"After being stabbed in the heart by ruthless home invaders, a man is left for dead. Now weak, outnumbered, and knife sticking from his chest, he attempts to do the impossible: save his wife from these murderers before he bleeds to death.",2018,R,91,"['action', 'crime', 'thriller']",['US'],,4.4,3187,8.766,5.23,"['action', 'thriller']",3.0,1.0,4.815,-0.8300000000000001,0.817256892206314,0.5545224005796812,0.501373289070835,11.1,49,237,-4.3,3,12,-0.9244142859242857,-0.39140125177800655,action
My ID is Gangnam Beauty,SHOW,"This romantic comedy chronicles the life of Mirae, who has always believed that her life would be better if she were born more beautiful. After she goes under the knife, she comes out looking like the beautiful woman she has always dreamed of becoming. She feels ready to take on the world for the first time, and she falls madly in love with Seok, the perfect man. Except Seok hates people who get plastic surgery.",2018,TV-MA,57,"['comedy', 'drama', 'romance']",['KR'],1,7.4,4021,30.627,7.8534999999999995,"['comedy', 'drama']",3.0,1.0,7.6267499999999995,-0.4534999999999991,0.6961172323212071,0.9686905083549058,0.24526099992739256,9.4,83,415,-1.1,5,23,0.558752529323101,0.032593388110399246,comedy
Girls Incarcerated,SHOW,"An eight-part documentary series that goes behind the scenes at Madison Juvenile Correctional Facility in Indiana, where teenage girls struggle to overcome their troubled pasts and find hope for the future.",2018,TV-MA,43,"['documentation', 'reality']",['GB'],2,7.2,1097,6.25,8.2,"['documentation', 'reality']",2.0,1.0,7.699999999999999,-0.9999999999999991,0.8954722333766312,0.9307862760908432,0.5013732875506267,20.8,33,206,19.6,2,18,0.14262809976935387,-0.6228226404637098,documentation
Ryan Hamilton: Happy Face,MOVIE,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",2017,,56,"['comedy', 'documentation']",['US'],,7.3,932,2.94,7.3,"['comedy', 'documentation']",2.0,1.0,7.3,0.0,0.7773926129874297,0.5545224005796812,0.2452610002869943,16.7,24,148,6.5,5,25,0.916243830579333,0.41827610740438104,comedy
End Game,MOVIE,"Filmed and edited in intimate vérité style, this movie follows visionary medical practitioners who are working on the cutting edge of life and death and are dedicated to changing our thinking about both.",2018,,40,['documentation'],['US'],,,,5.866,7.4799999999999995,['documentation'],1.0,1.0,7.4799999999999995,,0.8829181764295086,0.5545224005796812,0.7460319364303585,19.5,35,203,-4.0,2,8,0.6513047642074525,0.03942503035068512,documentation
Bad Seeds,MOVIE,"Wael, a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique. When this unconventional duo swindles the wrong guy, Victor, an old acquaintance of Monique now in charge of a support organization for troubled teens, they have no choice but to become his interim secretary and educator in order to redeem themselves.",2018,,100,"['comedy', 'european']",['FR'],,7.3,5461,7.032,8.02,"['comedy', 'european']",2.0,1.0,7.66,-0.7199999999999998,0.8444160766147387,0.9695844725650858,0.6759702663216542,18.0,66,367,-1.7,2,9,-0.44889504462480545,-0.47007325664162636,comedy
Smoking,SHOW,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",2018,TV-MA,24,"['comedy', 'crime', 'drama']",['JP'],2,7.4,457,2.955,8.2,"['crime', 'drama']",3.0,1.0,7.8,-0.7999999999999989,0.7112450706425606,0.9276483709208561,0.7460319338374899,14.9,26,147,12.0,1,7,-0.7329614334739745,-0.0174562931060791,comedy
Shéhérazade,MOVIE,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it...",2018,,111,"['drama', 'european', 'romance', 'thriller']",['FR'],,7.0,2242,6.539,7.57,"['drama', 'thriller']",4.0,1.0,7.285,-0.5700000000000003,0.7795604070876839,0.9695844725650858,0.5013732877680698,6.7,46,217,30.9,1,11,-0.1408834308385849,0.009638965129852295,drama
The Mansion,MOVIE,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...",2017,PG-13,100,"['comedy', 'european', 'horror']",['FR'],,4.6,2645,10.321,5.41,"['comedy', 'horror']",3.0,1.0,5.005,-0.8100000000000005,0.8487459749582728,0.9695844725650858,0.6759702642803361,11.6,40,220,3.1,2,11,-0.30984797328710556,0.025630071759223938,comedy
Yucatán,MOVIE,Two white collar thieves compete fiercely against the other trying to steal to an old baker the millions he won on the lotto.,2018,PG,129,"['comedy', 'european', 'romance']",['ES'],,5.5,2143,7.401,6.04,"['comedy', 'romance']",3.0,1.0,5.77,-0.54,0.8069987028274674,0.9738945956460092,0.6759702645951169,11.2,24,125,12.0,1,7,-0.7995100193656981,-0.013131901621818542,comedy
Mike Birbiglia: Thank God for Jokes,MOVIE,"Mike Birbiglia declares that a joke should never end with ""I’m joking."" In his all-new comedy, Birbiglia tiptoes hilariously through the minefield that is modern-day joke-telling. Join Mike as he learns that the same jokes that elicit laughter have the power to produce tears, rage, and a whole lot of getting yelled at. Ultimately it's a show that asks, “How far should we go for the laugh?”",2017,,71,['comedy'],['US'],,7.5,2494,3.804,7.660000000000001,['comedy'],1.0,1.0,7.58,-0.16000000000000103,0.7743576575786824,0.5545224005796812,0.10483982579987589,9.9,82,392,5.1,7,35,-0.1580439656972885,0.7051804941147566,comedy
Us and Them,MOVIE,"Ten years ago, on a train home during the busy Spring Festival travel period, fate brings Xiaoxiao and Jianqing together. Like many young couples, they meet, fall in love, and strive to make it work, but eventually, the harsh realities of life make them drift apart. Ten years later, they run into each other again. Will they make the most of this second chance and rekindle what they once lost?",2018,,120,"['drama', 'romance']",['CN'],,7.3,4198,7.651,7.839999999999999,"['drama', 'romance']",2.0,1.0,7.569999999999999,-0.5399999999999991,0.7809468902141508,0.9870936949198634,0.5541555496255305,9.3,82,395,-5.9,3,11,0.5539225898683071,0.046988844871520996,drama
Pad Man,MOVIE,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",2018,PG-13,140,"['comedy', 'drama']",['IN'],,7.9,25539,5.173,7.75,"['comedy', 'drama']",2.0,1.0,7.825,0.15000000000000036,0.676586758987894,0.9216856422869464,0.7460319349945423,17.0,36,188,-6.4,2,7,0.08659427613019943,0.017532676458358765,comedy
On My Skin,MOVIE,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",2018,,100,"['drama', 'european']",['IT'],,7.3,9211,10.341,8.2513,"['drama', 'european']",2.0,1.0,7.775650000000001,-0.9513000000000007,0.8512384216539122,0.9891755479169907,0.907384876906849,9.7,43,237,-7.5,3,10,-0.49063440784811974,0.007273569703102112,drama
