title,release_year,age_certification,runtime,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,top_genres,average_score
Alien Worlds,2020,TV-PG,44,['GB'],1.0,6.5,3596.0,12.757,"['documentation', 'scifi']",6.81
Rise of Empires: Ottoman,2020,,45,['TR'],2.0,7.9,22274.0,14.297,"['drama', 'history']",7.689999999999999
Losers,2019,TV-MA,8,['GB'],1.0,7.6,1766.0,1.065,"['documentation', 'sport']",7.630000000000001
The King: Eternal Monarch,2020,,71,['KR'],1.0,,,32.989,"['drama', 'scifi']",8.623000000000001
Basketball or Nothing,2019,TV-PG,34,['US'],1.0,7.4,623.0,3.315,"['documentation', 'sport']",7.935
How to Fix a Drug Scandal,2020,TV-MA,53,['US'],1.0,7.0,3298.0,4.32,"['crime', 'documentation']",7.33
Deaf U,2020,TV-MA,19,['US'],1.0,6.4,466.0,7.534,"['documentation', 'reality']",6.3100000000000005
Merry Happy Whatever,2019,TV-PG,26,['US'],1.0,6.4,4542.0,4.855,['comedy'],6.67
We Are the Wave,2019,,49,['DE'],1.0,6.2,2687.0,8.768,['drama'],6.300000000000001
Rilakkuma and Kaoru,2019,TV-PG,12,['JP'],1.0,8.2,1616.0,8.237,"['animation', 'comedy']",7.93
Love Alarm,2019,TV-MA,52,['KR'],2.0,6.8,5534.0,106.624,"['drama', 'scifi']",7.725
Nobody's Looking,2019,TV-MA,26,['BR'],1.0,7.7,2024.0,3.534,"['comedy', 'drama']",7.77
"Sex, Explained",2020,TV-MA,22,['US'],1.0,6.9,3215.0,63.817,['documentation'],6.92
The Neighbor,2019,TV-MA,29,['ES'],2.0,6.5,2152.0,11.332,"['action', 'comedy']",6.675
We Are the Champions,2020,TV-MA,32,['US'],1.0,7.1,1415.0,8.238,['documentation'],6.885
Who Killed Little Gregory?,2019,,60,['FR'],1.0,7.4,2952.0,3.312,"['crime', 'documentation']",7.619999999999999
Until Dawn,2020,,21,['FR'],1.0,2.4,149.0,1.727,"['comedy', 'reality']",2.96
Lunatics,2019,TV-MA,36,['US'],1.0,6.5,3179.0,3.871,['comedy'],6.54
Apache: The Life of Carlos Tevez,2019,TV-MA,47,['AR'],1.0,7.2,1616.0,15.604,"['crime', 'drama']",7.52
Vampires,2020,TV-MA,40,['FR'],1.0,5.7,1289.0,14.702,"['fantasy', 'scifi']",6.725
Jamtara – Sabka Number Ayega,2020,,27,['IN'],1.0,7.2,6319.0,4.971,"['crime', 'drama']",7.52
When the Camellia Blooms,2019,,55,['KR'],1.0,7.9,2459.0,9.96,"['drama', 'romance']",8.23
Record of Youth,2020,TV-14,73,['KR'],1.0,7.2,2381.0,16.785,"['drama', 'romance']",7.835000000000001
Dating Around,2019,,27,['US'],2.0,6.3,1208.0,5.019,"['reality', 'romance']",6.125
Les de l'hoquei,2019,TV-MA,51,['ES'],2.0,6.8,437.0,7.492,"['drama', 'sport']",7.365
Self Made: Inspired by the Life of Madam C.J. Walker,2020,TV-MA,47,['US'],1.0,7.3,11711.0,10.598,"['drama', 'history']",7.525
The Last Word,2020,TV-MA,41,['DE'],1.0,7.0,961.0,4.113,"['comedy', 'drama']",7.015000000000001
The Unlisted,2019,,24,['AU'],1.0,6.5,968.0,8.926,"['scifi', 'thriller']",7.17
Transformers: War for Cybertron: Earthrise,2020,TV-Y7,24,['US'],1.0,,,8.514,"['action', 'animation']",8.2
Tiny Pretty Things,2020,TV-MA,56,['US'],1.0,5.9,9252.0,23.608,"['drama', 'thriller']",6.9114
Summertime,2020,TV-MA,43,['IT'],3.0,6.0,2732.0,54.788,"['comedy', 'drama']",6.605
Luna Nera,2020,TV-MA,45,['IT'],1.0,5.9,2996.0,17.252,"['drama', 'fantasy']",6.915
Extracurricular,2020,TV-MA,55,['KR'],1.0,,,21.834,"['crime', 'drama']",8.379999999999999
Always a Witch,2019,TV-14,38,['CO'],2.0,6.2,2474.0,18.361,"['drama', 'scifi']",6.795
Rugal,2020,TV-MA,60,['KR'],1.0,,,10.021,"['action', 'crime']",8.02
Ultramarine Magmell,2019,TV-14,24,['JP'],1.0,6.0,627.0,10.92,"['action', 'animation']",6.65
Monarca,2019,TV-MA,44,['MX'],2.0,7.8,3264.0,31.761,['drama'],7.819999999999999
Exhibit A,2019,TV-14,36,['US'],1.0,6.3,1055.0,7.419,"['documentation', 'thriller']",6.98
"Breakfast, Lunch & Dinner",2019,TV-MA,44,['US'],1.0,6.7,1066.0,1.067,['documentation'],7.449999999999999
The Unsettling,2019,TV-14,23,['US'],1.0,5.2,717.0,7.614,"['crime', 'fantasy']",6.115
Pandemic: How to Prevent an Outbreak,2020,TV-14,48,['US'],1.0,6.3,2762.0,6.633,['documentation'],6.755
Run On,2020,,70,['KR'],1.0,,,30.148,['drama'],8.1523
The Innocence Files,2020,TV-MA,64,['US'],1.0,8.0,2622.0,3.368,"['crime', 'documentation']",7.83
Hyperdrive,2019,TV-PG,48,['US'],1.0,,,6.122,['reality'],7.75
Best Leftovers Ever!,2020,TV-G,36,['US'],1.0,5.6,526.0,1.467,['reality'],6.359999999999999
One Spring Night,2019,,47,['KR'],1.0,7.9,2601.0,14.852,"['drama', 'romance']",8.23
Drug Squad: Costa del Sol,2019,TV-MA,64,['ES'],1.0,6.7,571.0,5.835,"['crime', 'drama']",7.0
#blackAF,2020,TV-MA,37,['US'],1.0,,,2.924,['comedy'],7.39
Power Players,2019,,11,"['FR', 'US']",1.0,6.0,90.0,1.781,"['comedy', 'fantasy']",6.0
Mighty Express,2020,TV-Y,17,['CA'],6.0,,,4.32,['animation'],9.010000000000002
Typewriter,2019,TV-MA,50,['IN'],1.0,6.5,3887.0,7.08,"['horror', 'thriller']",6.72
Kengan Ashura,2019,TV-MA,25,['JP'],2.0,8.0,4869.0,85.14,"['action', 'animation']",8.235
Diagnosis,2019,,48,['US'],2.0,,,2.191,"['documentation', 'reality']",8.110000000000001
Bloodride,2020,TV-MA,29,['NO'],1.0,,,10.702,"['scifi', 'thriller']",7.3
You vs. Wild,2019,TV-PG,19,['US'],2.0,6.6,2606.0,3.864,"['action', 'reality']",6.815
Babies,2020,TV-PG,39,['US'],2.0,,,3.115,"['documentation', 'reality']",7.839999999999999
Historical Roasts,2019,TV-MA,29,['US'],1.0,5.3,1716.0,1.408,['comedy'],5.67
Omniscient,2020,,46,['BR'],1.0,6.5,2128.0,7.159,"['drama', 'scifi']",6.765000000000001
Mortel,2019,TV-MA,52,['FR'],2.0,6.4,1452.0,8.205,"['horror', 'scifi']",7.075
Put Your Head on My Shoulder,2019,TV-Y7,41,['CN'],1.0,8.0,2191.0,29.769,"['comedy', 'drama']",8.280000000000001
La Révolution,2020,TV-MA,46,['FR'],1.0,6.6,5598.0,8.472,"['drama', 'thriller']",6.904999999999999
Chocolate,2019,,55,['KR'],1.0,,,6.901,['drama'],7.57
The Circle France,2020,,47,['FR'],1.0,7.4,719.0,1.33,['reality'],8.115
The Trial,2019,TV-MA,50,['IT'],1.0,7.2,3151.0,7.175,"['crime', 'thriller']",7.475
Touch Your Heart,2019,TV-MA,63,['KR'],1.0,7.6,3252.0,22.161,"['comedy', 'drama']",8.08855
The Minions of Midas,2020,TV-MA,53,['ES'],1.0,6.6,4134.0,17.311,"['crime', 'drama']",6.949999999999999
Betaal,2020,TV-MA,47,['IN'],1.0,5.4,8998.0,7.04,"['action', 'thriller']",6.17
My Country: The New Age,2019,,75,['KR'],1.0,,,10.914,"['action', 'drama']",7.93
Rookie Historian Goo Hae-Ryung,2019,,43,['KR'],1.0,8.1,2060.0,24.761,"['comedy', 'romance']",8.29985
Legend of Exorcism,2020,TV-14,20,['CN'],2.0,7.7,93.0,16.041,"['action', 'scifi']",8.625
Beyblade Burst Surge,2020,TV-Y,23,['JP'],1.0,8.3,30.0,7.501,['animation'],9.015
Ricky Zoom,2019,TV-Y,12,['CN'],2.0,6.3,95.0,1.375,"['animation', 'family']",6.89
"Hi Bye, Mama!",2020,,63,['KR'],2.0,7.9,1639.0,27.87,"['comedy', 'scifi']",8.094999999999999
BREAK IT ALL: The History of Rock in Latin America,2020,TV-MA,50,['AR'],1.0,7.6,1230.0,7.752,"['documentation', 'music']",7.719999999999999
My First First Love,2019,TV-PG,48,['KR'],2.0,7.5,2246.0,25.264,['drama'],7.985
Shadow,2019,TV-MA,43,['ZA'],1.0,6.5,969.0,1.143,"['action', 'crime']",6.675
Women of the Night,2019,TV-MA,47,"['BE', 'NL']",2.0,6.3,879.0,7.418,"['crime', 'drama']",6.709999999999999
(Un)Well,2020,TV-MA,52,['US'],1.0,6.4,1068.0,3.075,"['documentation', 'reality']",6.715
Abyss,2019,TV-14,63,['KR'],1.0,7.1,2324.0,15.15,"['crime', 'scifi']",7.785
The Naked Director,2019,TV-MA,50,['JP'],2.0,7.7,6147.0,252.688,"['comedy', 'drama']",7.725
SAINT SEIYA: Knights of the Zodiac,2019,TV-14,24,['US'],2.0,4.5,1846.0,82.799,"['action', 'animation']",6.05165
Nadiya Bakes,2020,,29,['GB'],1.0,,,1.504,['documentation'],10.0
The School Nurse Files,2020,TV-14,51,['KR'],1.0,6.4,1195.0,10.551,"['fantasy', 'scifi']",7.21
Skylines,2019,TV-MA,57,['DE'],1.0,7.5,2658.0,3.678,"['crime', 'drama']",7.445
Criminal: Spain,2019,TV-MA,40,['ES'],1.0,,,6.569,"['crime', 'drama']",6.94
Do Do Sol Sol La La Sol,2020,,60,['KR'],1.0,7.3,1539.0,5.02,"['comedy', 'drama']",7.66
Was It Love?,2020,TV-MA,69,['KR'],1.0,7.1,907.0,4.721,"['comedy', 'drama']",7.694999999999999
Curon,2020,TV-MA,50,['IT'],1.0,,,22.426,"['drama', 'scifi']",7.21
LEGO Marvel Avengers: Climate Conundrum,2020,TV-Y7,39,['US'],1.0,6.5,80.0,4.271,"['animation', 'family']",5.685
Blood & Water,2020,TV-MA,48,['ZA'],2.0,,,10.301,['drama'],8.110000000000001
Sing On!,2020,TV-G,36,['US'],1.0,6.4,399.0,2.441,"['music', 'reality']",7.525
Lovestruck in the City,2020,TV-14,30,['KR'],1.0,7.6,2372.0,18.949,"['drama', 'romance']",7.79335
Twice Upon a Time,2019,,48,['FR'],1.0,6.2,1020.0,13.245,"['drama', 'romance']",6.57
Til Death Do Us Part,2019,TV-MA,44,['TW'],1.0,,,1.966,"['documentation', 'scifi']",9.1
Immigration Nation,2020,TV-MA,63,['US'],1.0,7.4,1112.0,9.729,['documentation'],7.35
Terrace House: Tokyo 2019-2020,2019,,45,['JP'],4.0,7.4,706.0,9.3,"['drama', 'reality']",7.395
Magical Andes,2019,,34,['DE'],2.0,7.8,538.0,1.813,['documentation'],8.315
Mythomaniac,2019,TV-MA,46,['FR'],2.0,6.8,1303.0,3.965,"['comedy', 'drama']",6.734999999999999
The Trials of Gabriel Fernandez,2020,TV-MA,55,['US'],1.0,8.1,11276.0,9.821,"['crime', 'documentation']",7.925
Tiny Creatures,2020,TV-PG,25,['GB'],1.0,5.0,1241.0,6.667,"['documentation', 'drama']",6.105
45 RPM,2019,TV-MA,57,['ES'],1.0,7.1,513.0,3.804,"['drama', 'music']",7.154999999999999
The Circle Brazil,2020,TV-MA,50,['BR'],1.0,6.8,785.0,2.586,['reality'],7.1850000000000005
Search: WWW,2019,,63,['KR'],1.0,7.8,1405.0,24.844,"['comedy', 'drama']",8.18
Followers,2020,TV-MA,40,['JP'],1.0,,,5.149,"['comedy', 'drama']",7.479999999999999
The Big Show Show,2020,TV-PG,26,['US'],1.0,6.3,2426.0,8.046,"['comedy', 'family']",7.025
Brotherhood,2019,TV-MA,51,['BR'],2.0,7.5,1356.0,7.195,"['action', 'drama']",8.12
Cooked With Cannabis,2020,TV-MA,35,['US'],1.0,6.6,351.0,1.517,['reality'],8.3
Private Lives,2020,,67,['KR'],1.0,6.6,620.0,8.209,"['crime', 'thriller']",6.68
The Club,2019,TV-MA,34,['MX'],1.0,,,12.778,"['comedy', 'drama']",7.839999999999999
Dragon's Dogma,2020,,26,['JP'],1.0,,,16.589,"['action', 'scifi']",7.479999999999999
Carmel: Who Killed Maria Marta?,2020,TV-14,58,['AR'],1.0,7.0,2463.0,33.319,"['crime', 'documentation']",7.375
The Big Flower Fight,2020,,39,"['GB', 'US']",1.0,7.4,1206.0,3.011,['reality'],7.305
Flavorful Origins,2019,,12,['CN'],4.0,7.6,603.0,7.066,['documentation'],8.035
The King's Avatar,2019,TV-MA,36,['CN'],1.0,8.2,1135.0,17.297,"['action', 'fantasy']",8.649999999999999
Can You Hear Me?,2019,TV-MA,23,['CA'],3.0,7.6,697.0,6.936,"['comedy', 'drama']",8.35
Unstoppable,2020,TV-MA,38,['MX'],1.0,,,9.733,"['documentation', 'drama']",8.65
Skin Decision: Before and After,2020,TV-MA,40,['US'],1.0,5.8,413.0,1.408,['reality'],7.0
It's Bruno!,2019,TV-MA,3,['US'],1.0,7.4,2922.0,3.208,"['animation', 'comedy']",7.305
Oktoberfest: Beer & Blood,2020,TV-MA,48,['DE'],1.0,6.8,2177.0,6.856,"['drama', 'history']",7.05
Shaun the Sheep: Adventures from Mossy Bottom,2020,TV-Y7,12,['GB'],1.0,8.1,572.0,3.911,"['animation', 'comedy']",8.51
Criminal: France,2019,TV-MA,40,['FR'],1.0,,,7.258,"['crime', 'thriller']",7.39
The American Barbecue Showdown,2020,TV-G,43,['US'],1.0,7.1,1207.0,9.677,['reality'],6.84
Hook,2020,TV-MA,43,['TH'],1.0,6.5,25.0,2.137,"['drama', 'romance']",6.585
Almost Happy,2020,TV-MA,27,['AR'],2.0,6.8,934.0,4.813,['comedy'],7.14
Her Mother's Killer,2020,,45,['CO'],1.0,,,12.245,['drama'],7.75
Street Food: Latin America,2020,TV-PG,35,['US'],1.0,7.8,1313.0,8.231,['documentation'],7.64
Archibald's Next Big Thing,2019,TV-Y7,23,['US'],2.0,7.5,289.0,6.453,"['family', 'fantasy']",7.85
Paava Kadhaigal,2020,,37,['IN'],1.0,8.1,6710.0,1.4,"['drama', 'family']",8.195
Frontera Verde,2019,,41,['CO'],1.0,7.2,2523.0,8.869,"['crime', 'drama']",7.16
The Legend of White Snake,2019,TV-14,46,['CN'],1.0,7.3,237.0,8.369,"['drama', 'scifi']",7.84
Ethos,2020,,49,['TR'],1.0,,,8.766,"['drama', 'thriller']",8.110000000000001
Masaba Masaba,2020,TV-MA,28,['IN'],2.0,6.7,1760.0,8.408,"['comedy', 'drama']",7.9
Absurd Planet,2020,TV-PG,20,['US'],1.0,3.9,1483.0,10.16,['documentation'],5.105
Rhythm + Flow,2019,TV-MA,56,['US'],2.0,7.6,1600.0,4.572,"['music', 'reality']",7.989999999999999
My Perfect Landing,2020,TV-G,25,['CA'],1.0,6.4,175.0,5.31,['family'],7.84
El Dragón: Return of a Warrior,2019,TV-MA,45,['US'],2.0,6.8,1872.0,36.514,"['action', 'drama']",7.23
Criminal: Germany,2019,TV-MA,44,['DE'],1.0,7.6,5209.0,6.928,"['crime', 'drama']",7.494999999999999
Who Killed Malcolm X?,2019,TV-MA,43,['US'],1.0,7.6,2152.0,2.1,"['crime', 'history']",7.675
The Forest of Love: Deep Cut,2020,TV-MA,40,['JP'],1.0,6.8,453.0,6.072,"['crime', 'drama']",7.05
Reality Z,2020,TV-MA,31,['BR'],1.0,5.6,2487.0,11.161,"['comedy', 'horror']",6.359999999999999
Awake: The Million Dollar Game,2019,TV-PG,38,['US'],1.0,5.9,783.0,0.706,['reality'],6.24
Mystery Lab,2020,TV-PG,26,['BR'],1.0,7.4,782.0,1.858,"['comedy', 'family']",7.530000000000001
Drifting Dragons,2020,TV-14,24,['JP'],1.0,6.0,591.0,6.905,"['action', 'animation']",6.965
Beyblade Burst Rise,2019,,23,['XX'],1.0,6.0,175.0,1.112,"['action', 'scifi']",6.0
Taco Chronicles,2019,TV-MA,30,['MX'],2.0,,,2.929,['documentation'],8.110000000000001
Whispers,2020,TV-PG,42,['SA'],2.0,,,1.835,"['drama', 'thriller']",8.47
Go! Live Your Way,2019,TV-Y7,40,['AR'],2.0,6.7,641.0,26.206,"['drama', 'romance']",7.945
Back with the Ex,2019,,45,['AU'],1.0,6.2,632.0,1.4,"['comedy', 'reality']",7.335000000000001
Ashley Garcia: Genius in Love,2020,TV-PG,29,['US'],3.0,6.7,1211.0,11.279,['comedy'],7.359999999999999
Night on Earth,2020,TV-PG,49,['GB'],1.0,,,10.309,['documentation'],7.660000000000001
SanPa: Sins of the Savior,2020,,60,['IT'],1.0,7.8,1526.0,1.775,"['documentation', 'history']",7.819999999999999
El Final del Paraíso,2019,TV-MA,50,['MX'],1.0,5.1,221.0,105.774,"['action', 'drama']",4.85
The Business of Drugs,2020,TV-MA,43,['US'],1.0,7.2,1671.0,5.588,"['crime', 'documentation']",7.25
Alien TV,2020,TV-Y7,24,['AU'],2.0,6.1,299.0,9.927,"['animation', 'family']",6.52
Malibu Rescue: The Series,2019,TV-G,24,['US'],1.0,5.4,993.0,12.306,"['comedy', 'family']",6.665
Black Dog,2019,TV-14,80,['KR'],1.0,7.6,176.0,5.171,"['action', 'drama']",8.395
Emily's Wonder Lab,2020,,0,['US'],1.0,,,3.324,['family'],9.37
The Witcher: A Look Inside the Episodes,2020,,6,['GB'],1.0,7.1,158.0,9.73,['documentation'],6.435
Dino Girl Gauko,2019,,9,['JP'],2.0,6.9,71.0,5.127,"['fantasy', 'scifi']",8.0
Korean Pork Belly Rhapsody,2020,,48,['KR'],1.0,7.8,67.0,2.067,['documentation'],8.225
The Iliza Shlesinger Sketch Show,2020,TV-MA,19,['US'],1.0,4.9,923.0,1.96,['comedy'],6.55
The Queen and the Conqueror,2020,TV-14,46,['CO'],1.0,6.5,178.0,3.778,"['drama', 'history']",8.25
The Stranded,2019,TV-MA,49,['TH'],1.0,6.2,1279.0,14.772,"['action', 'drama']",6.84
You Cannot Hide,2019,TV-MA,45,['MX'],1.0,6.4,1121.0,33.416,"['action', 'crime']",6.895
Well-Intended Love,2019,TV-14,45,['CN'],2.0,7.2,1466.0,14.059,"['drama', 'romance']",7.609999999999999
The Idhun Chronicles,2020,TV-14,27,['ES'],2.0,5.3,568.0,9.044,"['action', 'scifi']",6.525
Mismatched,2020,TV-MA,33,['IN'],1.0,5.5,3712.0,3.402,"['comedy', 'drama']",6.31
"Coronavirus, Explained",2020,TV-PG,23,['US'],1.0,7.6,2254.0,5.929,['documentation'],7.630000000000001
The Good Detective,2020,TV-MA,65,['KR'],2.0,,,7.633,"['drama', 'thriller']",8.739999999999998
Glitch Techs,2020,TV-G,26,['US'],2.0,,,15.021,"['animation', 'scifi']",8.47
Family Reunion,2019,TV-PG,29,['US'],5.0,6.4,2632.0,18.784,"['comedy', 'family']",7.569999999999999
Brews Brothers,2020,TV-MA,28,['US'],1.0,5.1,1966.0,2.033,"['comedy', 'drama']",5.390000000000001
Seis Manos,2019,TV-MA,27,['US'],1.0,7.1,1607.0,9.498,"['crime', 'drama']",7.154999999999999
Anitta: Made in Honório,2020,TV-MA,30,['BR'],1.0,6.9,409.0,2.634,"['documentation', 'music']",6.425000000000001
Bolívar: Una lucha admirable,2019,TV-MA,52,['CO'],1.0,7.3,760.0,28.05,"['action', 'drama']",7.569999999999999
Tijuana,2019,TV-14,41,['MX'],1.0,6.9,333.0,3.965,"['crime', 'drama']",7.415
Stolen Away,2020,TV-14,48,['ES'],1.0,7.1,2344.0,14.787,"['action', 'thriller']",7.244999999999999
Yankee,2019,TV-MA,38,['MX'],1.0,5.8,701.0,8.38,"['crime', 'drama']",6.369999999999999
Monzón: A Knockout Blow,2019,TV-MA,45,['AR'],1.0,7.9,744.0,3.878,"['crime', 'sport']",8.185
Girls from Ipanema,2019,TV-MA,46,['BR'],2.0,7.8,3483.0,10.758,"['drama', 'romance']",7.64
Graceful Friends,2020,TV-MA,68,['KR'],1.0,,,3.974,"['crime', 'drama']",8.92
The Crowned Clown,2019,TV-14,75,['KR'],1.0,8.0,938.0,6.289,"['action', 'drama']",8.415
The Writer,2019,TV-14,37,['LB'],1.0,8.2,32.0,1.771,"['crime', 'drama']",9.1
revisions,2019,TV-MA,23,['JP'],1.0,5.9,612.0,4.35,"['action', 'animation']",6.6
Indian Matchmaking,2020,TV-14,36,"['IN', 'US']",2.0,6.2,3085.0,3.863,"['documentation', 'reality']",7.56
Huge in France,2019,TV-MA,31,['FR'],1.0,6.7,2832.0,1.672,['comedy'],6.28
Over Christmas,2020,,48,['DE'],1.0,,,2.008,"['comedy', 'drama']",6.49
Examination of Conscience,2019,TV-MA,52,['ES'],1.0,7.8,427.0,2.183,"['crime', 'documentation']",8.36
Leila,2019,TV-MA,46,['IN'],1.0,4.9,8906.0,2.799,"['scifi', 'war']",6.1
Trigger Warning with Killer Mike,2019,TV-MA,26,['US'],1.0,6.9,1254.0,1.353,"['comedy', 'documentation']",7.145
Levius,2019,,25,['JP'],1.0,6.9,539.0,7.629,"['action', 'animation']",7.505000000000001
The Victims' Game,2020,TV-MA,59,['TW'],1.0,7.3,1408.0,3.275,"['crime', 'drama']",7.525
Possessed,2019,,64,['KR'],1.0,6.7,784.0,8.09,"['drama', 'thriller']",7.225
The Devil Punisher,2020,,70,['TW'],1.0,5.8,161.0,5.671,"['fantasy', 'scifi']",7.449999999999999
Izzy's Koala World,2020,,16,['AU'],2.0,,,2.184,"['documentation', 'family']",10.0
La Línea: Shadow of Narco,2020,TV-MA,30,['ES'],1.0,6.4,394.0,11.722,"['crime', 'documentation']",6.715
Trial 4,2020,TV-MA,55,['US'],1.0,7.4,2083.0,6.71,"['crime', 'documentation']",7.395
A Perfect Crime,2020,,43,['DE'],1.0,7.3,1394.0,6.559,"['crime', 'documentation']",7.569999999999999
Scams,2019,,24,['JP'],1.0,6.4,384.0,3.322,"['action', 'crime']",6.76
World's Most Wanted,2020,TV-14,47,['US'],1.0,7.1,2532.0,3.723,"['crime', 'documentation']",7.649999999999999
Someone Has to Die,2020,TV-MA,50,"['ES', 'MX']",1.0,6.3,4841.0,9.426,"['drama', 'thriller']",6.9350000000000005
Crime Diaries: Night Out,2019,TV-MA,44,['MX'],1.0,7.3,865.0,11.376,['crime'],7.435
The Prince of Tennis,2019,TV-PG,45,['CN'],1.0,7.6,216.0,3.97,"['drama', 'sport']",8.44
Chief of Staff,2019,,66,['KR'],2.0,,,6.992,"['drama', 'war']",8.65
Nadiya's Time to Eat,2019,,29,['GB'],1.0,,,1.96,['reality'],10.0
Hong Kong West Side Stories,2019,TV-MA,23,['HK'],2.0,5.7,6.0,1.541,"['comedy', 'drama']",7.085000000000001
Handsome Siblings,2020,,46,['CN'],1.0,7.9,629.0,8.864,"['comedy', 'drama']",8.185
Yanxi Palace: Princess Adventures,2019,,45,['CN'],1.0,,,4.541,['drama'],10.0
Pinky Malinky,2019,TV-Y7,13,['US'],3.0,5.5,1015.0,7.955,"['comedy', 'family']",5.275
Twelve Forever,2019,TV-PG,14,['US'],1.0,6.6,682.0,3.485,"['family', 'fantasy']",6.77
A Little Thing Called First Love,2019,,45,['CN'],1.0,7.9,387.0,16.225,"['comedy', 'drama']",8.59
Flinch,2019,TV-PG,24,['GB'],1.0,4.3,717.0,3.863,['reality'],5.17
My Dear Warrior,2019,TV-14,44,['TH'],1.0,4.9,21.0,2.737,"['drama', 'romance']",7.135000000000001
Nowhere Man,2019,TV-MA,47,['TW'],1.0,5.5,371.0,3.301,"['action', 'crime']",6.22
Room 2806: The Accusation,2020,TV-MA,49,['FR'],1.0,7.0,2327.0,2.939,"['crime', 'documentation']",7.285
Team Kaylie,2019,TV-PG,29,['US'],3.0,4.1,347.0,9.46,"['comedy', 'family']",6.239999999999999
How To Ruin Christmas,2020,TV-MA,50,['ZA'],2.0,6.0,503.0,2.344,"['comedy', 'drama']",8.0
Jailbirds,2019,TV-MA,41,['US'],1.0,7.0,1176.0,1.976,"['reality', 'thriller']",7.42
The Search,2020,,41,['MX'],1.0,,,9.917,"['crime', 'drama']",7.479999999999999
Rhyme Time Town,2020,TV-Y,21,['US'],2.0,7.6,78.0,3.171,"['animation', 'comedy']",7.989999999999999
Cagaster of an Insect Cage,2020,TV-14,28,['JP'],1.0,,,17.526,"['drama', 'scifi']",8.29
Once Upon a Time in Lingjian Mountain,2019,TV-14,44,['CN'],2.0,7.4,280.0,6.064,"['action', 'scifi']",7.530000000000001
Social Distance,2020,TV-MA,20,['US'],1.0,5.7,664.0,12.324,"['comedy', 'drama']",6.41
Say I Do,2020,TV-14,54,"['GB', 'US']",1.0,7.7,531.0,1.323,['reality'],7.814999999999999
Bard of Blood,2019,TV-MA,44,['IN'],2.0,6.8,13005.0,4.509,"['action', 'drama']",7.23
Jinn,2019,TV-14,32,['JO'],1.0,3.4,10097.0,4.756,"['drama', 'scifi']",5.125
Home Game,2020,TV-MA,29,['US'],1.0,7.0,855.0,2.907,"['documentation', 'sport']",6.88
Go! Go! Cory Carson,2020,TV-Y,9,['US'],6.0,7.9,242.0,7.048,"['comedy', 'family']",8.365
Triad Princess,2019,,43,['TW'],1.0,6.7,699.0,3.771,"['comedy', 'drama']",7.045
Maradona in Mexico,2019,TV-MA,33,"['AR', 'PE']",1.0,7.3,1124.0,3.572,"['documentation', 'sport']",7.345
I Hear You,2019,TV-14,44,['CN'],1.0,7.2,601.0,10.936,"['comedy', 'drama']",7.655000000000001
Charlie's Colorforms City,2019,TV-Y,23,['US'],4.0,6.7,154.0,3.312,"['animation', 'family']",7.675000000000001
Kissing Game,2020,,42,['BR'],1.0,,,27.118,"['drama', 'thriller']",7.39
Nailed It! Spain,2019,TV-PG,33,['US'],1.0,,,1.972,"['family', 'reality']",7.39
Playing with Fire,2019,TV-14,43,['MX'],1.0,5.9,965.0,20.807,['drama'],6.24
My Husband Won't Fit,2019,TV-MA,35,['JP'],1.0,6.7,818.0,8.368,"['drama', 'romance']",6.6850000000000005
Somewhere Only We Know,2019,TV-MA,58,['CN'],1.0,7.2,167.0,6.808,"['drama', 'romance']",8.15
Million Dollar Beach House,2020,TV-MA,28,['US'],1.0,4.2,816.0,1.672,['reality'],5.165000000000001
Hyena,2020,,62,['KR'],1.0,7.7,793.0,4.022,"['crime', 'drama']",8.265
Stay Tuned!,2019,TV-14,44,['JP'],1.0,7.5,357.0,1.89,['comedy'],8.3
Sing On! Germany,2020,,38,['DE'],1.0,5.5,138.0,1.597,"['music', 'reality']",7.165
Holiday Secrets,2019,,38,['DE'],1.0,6.5,1156.0,5.508,['drama'],6.63
Futmalls.com,2020,TV-14,40,['TW'],1.0,6.5,186.0,1.965,"['scifi', 'thriller']",7.575
Lugar de Mulher,2019,,15,['BR'],1.0,4.7,39.0,1.396,['comedy'],7.35
The Lies Within,2019,,60,['KR'],1.0,7.0,383.0,3.998,"['drama', 'thriller']",7.33
Queer Eye: We're in Japan!,2019,TV-14,50,['US'],1.0,8.2,2608.0,1.716,['reality'],7.84
Tiffany Haddish Presents: They Ready,2019,TV-14,23,['US'],2.0,6.5,563.0,0.961,"['comedy', 'reality']",6.54
Sing On! Spain,2020,TV-G,39,['ES'],1.0,6.1,133.0,1.795,"['music', 'reality']",7.375
"Los Briceño, una familia todo terreno",2019,,46,['US'],2.0,7.8,136.0,2.754,['drama'],7.8
A Thousand Goodnights,2019,,71,['TW'],1.0,8.0,94.0,6.367,"['drama', 'family']",6.705
Larry Charles' Dangerous World of Comedy,2019,TV-MA,59,['US'],1.0,7.3,576.0,1.513,"['comedy', 'documentation']",6.85
A Queen Is Born,2020,,44,['BR'],1.0,6.0,151.0,2.435,['reality'],8.0
YooHoo to the Rescue,2019,TV-Y,13,['KR'],3.0,6.8,54.0,2.196,"['animation', 'family']",7.5
Narcoworld: Dope Stories,2019,TV-MA,40,['US'],1.0,6.6,323.0,4.774,"['crime', 'documentation']",7.895
