title,type,release_year,age_certification,runtime,genre,production_countries,seasons,imdb_votes,tmdb_popularity,average_score
A Love So Beautiful,SHOW,2017,TV-14,41,comedy,['CN'],1,1420,42.708,8.280000000000001
The Hotwives of Las Vegas,SHOW,2015,TV-14,23,comedy,['US'],1,466,4.577,4.525
The Great Christmas Light Fight,SHOW,2013,TV-PG,45,reality,['US'],9,253,3.855,8.065000000000001
Seven Seconds,SHOW,2018,TV-MA,62,crime,['US'],1,15323,9.766,7.68
Part-Time Idol,SHOW,2017,TV-14,40,drama,['KR'],1,108,3.867,7.630000000000001
Lost in Space,SHOW,2018,TV-PG,49,drama,['US'],3,98084,55.052,7.5943000000000005
Bad Guys: Vile City,SHOW,2017,,64,action,['KR'],1,30,8.626,7.05
Terrace House: Opening New Doors,SHOW,2017,,39,reality,['JP'],6,968,6.828,8.0
Mr. Sunshine,SHOW,2018,TV-MA,76,drama,['KR'],1,7054,16.097,8.6822
Teasing Master Takagi-san,SHOW,2018,TV-PG,24,animation,['JP'],3,2153,49.106,8.0733
Mob Psycho 100,SHOW,2018,,24,action,['JP'],1,521,12.055,5.755000000000001
The Toys That Made Us,SHOW,2017,TV-14,45,documentation,['US'],3,5651,5.924,7.965
Dope,SHOW,2017,TV-MA,44,documentation,['US'],3,1658,15.736,7.390000000000001
Mystery Science Theater 3000,SHOW,2017,TV-14,86,scifi,['US'],2,3656,3.279,8.149999999999999
Hot Date,SHOW,2017,TV-MA,19,comedy,['US'],2,633,1.692,7.02
All Night,SHOW,2018,TV-14,23,comedy,['US'],1,603,2.627,6.505000000000001
Care Bears and Cousins,SHOW,2015,TV-Y,22,animation,['US'],2,83,3.153,8.04
The Driver,SHOW,2014,TV-14,54,drama,['GB'],1,1880,3.653,7.235
Power Rangers Ninja Steel,SHOW,2017,TV-Y7,24,action,['US'],2,890,3.907,6.6850000000000005
Fate/Extra Last Encore,SHOW,2018,,27,action,['JP'],2,807,19.38,6.48
Pop Team Epic,SHOW,2018,TV-MA,23,comedy,['JP'],2,844,7.074,7.235
Derry Girls,SHOW,2018,TV-MA,27,comedy,['GB'],3,34026,16.567,8.344999999999999
Rotten,SHOW,2018,TV-MA,56,documentation,['US'],2,3716,6.812,7.43
Trust,SHOW,2018,TV-MA,55,drama,['US'],1,6849,16.258,7.58
My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,50,,['US'],4,5581,8.217,7.82
Trolls: The Beat Goes On!,SHOW,2018,TV-G,20,comedy,['US'],8,806,21.406,7.27
Mayans M.C.,SHOW,2018,TV-MA,56,drama,['US'],4,16772,253.489,7.85
Kiri,SHOW,2018,TV-MA,47,drama,['GB'],1,2543,4.733,6.68
Somebody Feed Phil,SHOW,2018,TV-14,52,documentation,['US'],5,4850,9.24,7.93
Dirty Money,SHOW,2018,TV-14,63,documentation,['US'],2,9159,11.301,7.835
The Paynes,SHOW,2018,TV-14,24,comedy,['US'],2,367,1.937,6.725
Ultraviolet,SHOW,2017,TV-MA,46,drama,['PL'],2,1611,5.351,7.325
Kakegurui,SHOW,2018,TV-MA,25,thriller,['JP'],2,1005,24.549,7.404999999999999
Everything Sucks!,SHOW,2018,TV-14,24,drama,['US'],1,18621,17.251,7.76
72 Dangerous Animals: Latin America,SHOW,2017,,43,documentation,"['AU', 'US']",1,581,8.653,6.77
Drug Lords,SHOW,2018,TV-MA,46,documentation,['US'],2,1334,7.122,7.365
Welcome to Waikiki,SHOW,2018,TV-MA,64,drama,['KR'],3,2195,26.059,8.52
Welcome to the Family,SHOW,2018,TV-MA,48,comedy,['ES'],2,455,5.935,7.13
Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,45,crime,['US'],1,7872,13.329,7.55
Kiss Me First,SHOW,2018,TV-MA,47,scifi,['GB'],1,3919,5.447,6.705
Dogs of Berlin,SHOW,2018,TV-MA,60,crime,['DE'],1,12617,10.83,7.58
My Mister,SHOW,2018,TV-14,70,drama,['KR'],1,6043,13.025,9.055
Llama Llama,SHOW,2018,TV-Y,17,animation,['US'],2,272,4.525,7.16
Elite,SHOW,2018,TV-MA,48,thriller,['ES'],5,75337,224.739,7.845
Pinky Malinky,SHOW,2019,TV-Y7,13,comedy,['US'],3,1015,7.955,5.275
Misty,SHOW,2018,TV-MA,71,drama,['KR'],1,620,5.594,8.105
The Rain,SHOW,2018,TV-MA,43,scifi,['DK'],3,616,98.788,7.48675
On My Block,SHOW,2018,TV-14,29,comedy,['US'],4,16106,31.784,8.275
Station 19,SHOW,2018,TV-14,42,action,['US'],5,13876,224.673,7.539999999999999
Collateral,SHOW,2018,TV-MA,57,thriller,['GB'],1,17774,23.364,6.73
"Doogie Howser, M.D.",SHOW,1989,,23,comedy,['US'],4,8779,9.35,6.8100000000000005
Coach Snoop,SHOW,2016,TV-MA,29,documentation,['US'],2,590,2.881,7.359999999999999
Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,animation,['US'],2,47,2.75,5.6
Chicken Girls,SHOW,2017,TV-G,15,drama,['US'],9,670,23.929,7.23
Requiem,SHOW,2018,TV-MA,58,drama,['GB'],1,6553,11.958,6.67
Alexa & Katie,SHOW,2018,TV-Y7,25,comedy,['US'],4,4885,32.166,7.9350000000000005
Bad Banks,SHOW,2018,TV-14,51,crime,"['DE', 'LU']",2,5490,11.906,7.915000000000001
Queer Eye,SHOW,2018,TV-14,47,reality,['US'],6,18710,15.751,8.26
Impossible Builds,SHOW,2018,TV-G,48,documentation,['US'],1,47,0.6,7.35
The Mechanism,SHOW,2018,TV-MA,46,drama,['BR'],2,36136,8.383,7.83
Rapture,SHOW,2018,TV-MA,58,documentation,['US'],1,11,2.391,6.35
The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,25,comedy,['US'],2,2396,6.858,6.93
Dave Chappelle: Equanimity & The Bird Revelation,SHOW,2017,TV-MA,57,comedy,['US'],1,,0.669,8.65
First Team: Juventus,SHOW,2018,TV-G,36,scifi,['IT'],2,2082,1.704,7.615
Re: Mind,SHOW,2017,TV-MA,23,drama,['JP'],1,1599,3.129,5.605
Cobra Kai,SHOW,2018,TV-14,31,action,['US'],5,166830,331.306,8.42515
Live,SHOW,2018,,61,drama,['KR'],1,1272,4.333,8.418750000000001
Hitler's Circle of Evil,SHOW,2018,TV-14,52,documentation,['GB'],1,4322,5.542,7.875
The Innocents,SHOW,2018,TV-MA,46,scifi,['GB'],2,5804,20.691,6.345000000000001
Ugly Delicious,SHOW,2018,TV-MA,51,documentation,['US'],2,3539,4.452,7.73
Jenni Rivera: Mariposa de Barrio,SHOW,2017,TV-MA,43,drama,['US'],1,245,21.897,6.35
B: The Beginning,SHOW,2018,TV-MA,25,scifi,['JP'],2,4844,18.671,7.56
Flint Town,SHOW,2018,TV-MA,42,documentation,['US'],1,3713,2.166,7.775
Wild Wild Country,SHOW,2018,TV-MA,67,crime,['US'],1,29939,9.646,8.127500000000001
The Boss Baby: Back in Business,SHOW,2018,TV-G,23,action,['US'],4,3736,82.194,6.85
Girls Incarcerated,SHOW,2018,TV-MA,43,reality,['GB'],2,1097,6.25,7.699999999999999
Persona 5: The Animation,SHOW,2018,TV-14,28,action,['JP'],1,564,10.879,7.449999999999999
All of Us,SHOW,2003,TV-PG,20,comedy,['US'],4,1525,9.573,6.5
A.I.C.O. -Incarnation-,SHOW,2018,TV-14,25,animation,['JP'],1,1203,11.039,6.484999999999999
Safe Harbour,SHOW,2018,TV-MA,53,drama,['AU'],1,895,1.757,6.949999999999999
Nailed It!,SHOW,2018,TV-PG,33,reality,['US'],6,4742,8.521,7.62
MEGALOBOX,SHOW,2018,TV-MA,24,action,['JP'],2,3144,28.077,8.0
Harrow,SHOW,2018,,51,crime,['AU'],3,7800,31.843,7.67
Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,animation,['US'],3,98,8.19,8.48
Creeped Out,SHOW,2017,TV-PG,26,scifi,"['CA', 'GB']",2,1890,24.556,7.085
The Yard,SHOW,2018,TV-MA,108,drama,['TR'],3,1647,21.505,7.425
Sintonia,SHOW,2019,TV-MA,44,drama,['BR'],3,1172,42.611,7.489999999999999
Edha,SHOW,2018,TV-MA,40,drama,['AR'],1,647,9.754,5.785
Steins;Gate 0,SHOW,2018,TV-14,23,scifi,['JP'],1,8478,28.919,8.344999999999999
The Riveras,SHOW,2016,TV-PG,43,reality,['US'],4,34,0.6,8.85
Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,scifi,['US'],6,6376,52.569,8.29
You,SHOW,2018,TV-MA,47,crime,['US'],3,230119,85.558,7.994999999999999
Sword Art Online Alternative: Gun Gale Online,SHOW,2018,TV-14,23,action,['JP'],1,2272,55.806,7.545
SWORDGAI The Animation,SHOW,2018,TV-MA,23,action,['JP'],2,932,21.229,6.595
James Acaster: Repertoire,SHOW,2018,TV-14,52,comedy,['GB'],1,3686,2.462,8.48
Lost Song,SHOW,2018,TV-14,24,animation,['JP'],1,375,4.07,7.6899999999999995
Something in the Rain,SHOW,2018,TV-MA,73,drama,['KR'],1,6208,53.569,8.105
Better Call Saul,SHOW,2015,TV-MA,49,drama,['US'],6,438575,273.296,8.725000000000001
Fastest Car,SHOW,2018,TV-MA,44,reality,['US'],2,1330,10.509,7.29
Nightflyers,SHOW,2018,TV-MA,44,scifi,['US'],1,13222,10.291,5.92
ReBoot: The Guardian Code,SHOW,2018,TV-G,23,drama,['CA'],2,1204,4.406,5.59
Last Hope,SHOW,2018,TV-14,24,drama,['JP'],1,434,8.604,5.83
Trump: An American Dream,SHOW,2017,TV-14,55,documentation,['GB'],1,4021,3.412,7.205
Dragon Pilot: Hisone and Masotan,SHOW,2018,TV-14,25,animation,['JP'],1,501,7.435,7.505
The Piano Forest,SHOW,2018,TV-PG,26,comedy,['JP'],2,912,10.181,6.755000000000001
Devils' Line,SHOW,2018,TV-MA,24,action,['JP'],1,1124,14.319,7.595
Jersey Shore: Family Vacation,SHOW,2018,TV-14,41,reality,['US'],5,1772,23.64,7.895
Fugitiva,SHOW,2018,TV-MA,52,drama,['ES'],1,665,5.727,6.405
Bobby Kennedy for President,SHOW,2018,TV-MA,61,documentation,['US'],1,1803,2.09,8.285
AMO,SHOW,2018,TV-MA,24,crime,['PH'],1,409,3.804,6.4
Kantaro: The Sweet Tooth Salaryman,SHOW,2017,,30,comedy,['JP'],1,808,1.526,7.54
Lawless Lawyer,SHOW,2018,TV-14,64,crime,['KR'],1,1785,18.479,7.72
Busted!,SHOW,2018,TV-14,75,thriller,['KR'],3,912,15.136,8.08
The Honeymoon Stand Up Special,SHOW,2018,,32,comedy,[],1,519,1.251,6.6
Secret Agent Selection: WW2,SHOW,2018,,59,war,['GB'],1,564,2.836,7.5
"Rica, Famosa, Latina",SHOW,2014,TV-14,41,reality,['US'],5,66,7.011,6.234999999999999
Clean with Passion for Now,SHOW,2018,TV-MA,60,comedy,['KR'],1,1472,25.757,7.595
Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,animation,['US'],3,382,7.221,6.630000000000001
Aggretsuko,SHOW,2018,TV-14,17,animation,['JP'],4,6195,13.244,7.74
Dietland,SHOW,2018,TV-MA,44,comedy,['US'],1,2631,4.617,6.630000000000001
Luis Miguel: The Series,SHOW,2018,TV-14,52,drama,['MX'],3,4556,40.288,8.1
The Protector,SHOW,2018,TV-MA,44,action,['TR'],4,34629,24.058,7.035
The Split,SHOW,2018,TV-MA,58,drama,['GB'],3,6260,30.061,7.994999999999999
We Speak Dance,SHOW,2018,TV-MA,22,documentation,['US'],1,148,0.992,7.9350000000000005
Pose,SHOW,2018,TV-MA,54,drama,['US'],3,28024,35.506,8.58
Godfather of Harlem,SHOW,2019,TV-MA,53,drama,['US'],2,12921,25.816,8.145
REA(L)OVE,SHOW,2018,TV-MA,42,reality,['JP'],1,220,1.091,6.54
Evil Genius,SHOW,2018,TV-MA,48,documentation,['US'],1,27987,9.635,7.625
Another Life,SHOW,2019,TV-MA,42,scifi,['US'],2,35536,56.037,5.845000000000001
Scissor Seven,SHOW,2018,TV-PG,16,comedy,['CN'],3,311,82.499,8.805
Britain's Best Home Cook,SHOW,2018,,58,reality,['GB'],2,235,2.116,7.7
The Break with Michelle Wolf,SHOW,2018,TV-MA,26,comedy,['US'],1,1870,2.61,5.21
Alice in Paris,SHOW,2016,TV-G,5,comedy,['FR'],2,179,0.6,8.7
Home to Win,SHOW,2016,,46,reality,['CA'],4,18,0.6,5.4
Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,thriller,['US'],4,91958,80.61,7.9377
Here to Heart,SHOW,2018,TV-14,45,drama,['CN'],1,225,3.082,7.9399999999999995
Sacred Games,SHOW,2018,TV-MA,50,action,['IN'],2,86279,14.613,8.395
Tuca & Bertie,SHOW,2019,TV-MA,24,comedy,['US'],3,7023,18.246,7.390000000000001
Kibaoh Klashers,SHOW,2017,TV-Y7,24,scifi,['CN'],2,18,4.313,7.3
After Life,SHOW,2019,TV-MA,28,comedy,['GB'],3,129243,19.931,8.22935
The Weekly,SHOW,2019,TV-MA,36,sport,['US'],1,298,1.329,5.875
Spark,SHOW,2016,TV-14,14,drama,['KR'],5,63,1.4,7.0
The Who Was? Show,SHOW,2018,,24,family,[],1,614,1.674,6.9
What's Wrong with Secretary Kim,SHOW,2018,,69,comedy,['KR'],1,10788,20.095,8.33
Legacies,SHOW,2018,TV-14,41,drama,['US'],4,30634,230.337,7.925000000000001
Doozers,SHOW,2014,TV-Y,13,animation,['US'],2,68,1.84,7.75
The Last Dance,SHOW,2020,TV-MA,50,documentation,['US'],1,115915,27.702,8.739999999999998
Charmed,SHOW,2018,TV-14,40,drama,['US'],4,16533,92.694,6.142149999999999
Gordon Ramsay's 24 Hours to Hell and Back,SHOW,2018,TV-14,45,reality,['US'],3,1296,4.008,7.795
Manifest,SHOW,2018,TV-14,42,drama,['US'],4,53185,145.572,7.515000000000001
When Heroes Fly,SHOW,2018,,48,war,['IL'],1,3184,12.196,7.34
She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,scifi,['US'],5,15584,26.73,8.360000000000001
The Rookie,SHOW,2018,TV-14,43,crime,['US'],4,34881,201.604,8.19
Explained,SHOW,2018,TV-MA,21,documentation,['US'],3,9079,11.637,7.965
Cults and Extreme Belief,SHOW,2018,TV-14,42,documentation,['US'],1,391,1.453,7.35
Love Island Australia,SHOW,2018,TV-MA,50,reality,['AU'],3,591,6.403,5.9
Meteor Garden,SHOW,2018,TV-14,45,drama,['CN'],1,4033,52.891,8.275
Pretty Little Liars: The Perfectionists,SHOW,2019,TV-14,42,crime,['US'],1,5318,25.677,7.6049999999999995
The 100,SHOW,2014,TV-14,42,scifi,['US'],7,245631,217.82,7.8549999999999995
Simon,SHOW,2016,TV-Y,5,comedy,['FR'],2,129,3.507,8.275
Ponysitters Club,SHOW,2018,TV-Y,23,family,['US'],2,117,1.96,7.125
November 13: Attack on Paris,SHOW,2018,TV-MA,54,documentation,['FR'],1,3137,4.169,8.34
The Hollow,SHOW,2018,TV-Y7,24,comedy,['CA'],2,4266,10.299,7.244999999999999
Life,SHOW,2018,,65,drama,['KR'],1,719,6.26,7.8999999999999995
Black Crows,SHOW,2017,TV-MA,33,drama,"['AE', 'SA', 'SY']",1,308,4.802,6.75
Good Trouble,SHOW,2019,TV-14,43,drama,['US'],4,6620,51.729,7.71
A House of Blocks,SHOW,2017,TV-MA,85,drama,['TW'],1,137,1.772,5.385
Buzzfeed Unsolved: Supernatural,SHOW,2016,TV-MA,24,comedy,['US'],7,1435,4.738,8.81
Chambers,SHOW,2019,TV-MA,44,drama,['US'],1,8455,13.586,6.76
American Idol,SHOW,2018,TV-PG,92,reality,['US'],5,,21.173,7.84
Chosen,SHOW,2018,TV-14,71,action,['CN'],2,127,1.566,6.025
Call the Midwife,SHOW,2012,TV-PG,55,family,['GB'],11,26146,25.211,8.08
The House of Flowers,SHOW,2018,TV-MA,31,comedy,['MX'],3,7813,31.664,7.81
The Purge,SHOW,2018,TV-MA,41,crime,['US'],2,16063,66.404,6.855
The Queen of Flow,SHOW,2018,TV-MA,45,drama,['CO'],2,1247,257.952,7.949999999999999
True: Magical Friends,SHOW,2018,TV-Y,24,animation,['US'],1,,0.675,10.0
True: Wonderful Wishes,SHOW,2018,TV-Y,24,animation,['US'],1,,1.96,
Borges,SHOW,2018,TV-MA,0,comedy,['BR'],2,172,1.415,7.109999999999999
Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,33,comedy,['MX'],1,824,5.086,7.26
Larva,SHOW,2011,TV-G,2,comedy,['KR'],5,615,9.644,7.38
Bodyguard,SHOW,2018,TV-MA,60,war,['GB'],2,118124,19.085,8.105
The Good Cop,SHOW,2018,TV-PG,46,drama,['US'],1,5732,8.714,6.83
All About the Washingtons,SHOW,2018,TV-G,25,comedy,['US'],1,723,2.02,4.82
Kazoops!,SHOW,2016,,13,animation,"['AU', 'GB']",3,122,2.376,7.8
Sugar Rush,SHOW,2018,TV-PG,51,reality,['US'],3,1516,8.74,7.15
New Amsterdam,SHOW,2018,TV-14,43,drama,['US'],4,35616,161.765,8.325
The Comedy Lineup,SHOW,2018,TV-MA,15,comedy,[],2,461,0.84,6.15
Ainori Love Wagon: Asian Journey,SHOW,2017,,30,reality,['JP'],2,276,5.356,7.23
The Conners,SHOW,2018,TV-PG,22,comedy,['US'],4,10079,45.305,6.44
Sirius the Jaeger,SHOW,2018,TV-MA,25,action,['JP'],1,1942,9.177,7.27
Harvey Street Kids,SHOW,2018,TV-Y7,24,family,['US'],4,254,9.06,7.675000000000001
Back Street Girls -GOKUDOLS-,SHOW,2018,TV-MA,24,comedy,['JP'],1,844,10.716,6.73
BAKI,SHOW,2018,TV-MA,24,drama,['JP'],3,6041,207.49,7.494999999999999
Samantha!,SHOW,2018,TV-MA,28,comedy,['BR'],2,517,3.396,6.495
Hi Score Girl,SHOW,2018,TV-PG,27,comedy,['JP'],2,2002,13.722,8.19
Cells at Work!,SHOW,2018,TV-14,23,comedy,['JP'],2,2270,16.706,7.985
GHOUL,SHOW,2018,TV-MA,46,scifi,['IN'],2,6,16.66,7.605
Zoids Wild,SHOW,2018,TV-Y7,21,action,['JP'],1,27,11.922,6.2
My ID is Gangnam Beauty,SHOW,2018,TV-MA,57,drama,['KR'],1,4021,30.627,7.62675
Familiar Wife,SHOW,2018,TV-MA,62,scifi,['KR'],1,1015,19.741,7.994999999999999
Insatiable,SHOW,2018,TV-MA,46,drama,['US'],2,28006,81.348,7.305
On Children,SHOW,2018,,98,drama,['TW'],1,388,2.087,7.609999999999999
Три кота,SHOW,2015,TV-Y,5,animation,['RU'],3,101,0.662,7.6
Ultraman,SHOW,2019,TV-14,24,animation,['JP'],3,2089,30.084,7.095
The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,animation,['US'],4,931,11.851,7.625
Beyblade Burst Turbo,SHOW,2018,TV-Y7,22,scifi,['JP'],1,,0.6,1.45
My Dead Ex,SHOW,2018,,25,comedy,['US'],1,485,4.739,7.26
Zac & Mia,SHOW,2017,TV-14,20,drama,['US'],2,628,1.741,8.0
13 Reasons Why: Beyond the Reasons,SHOW,2017,TV-MA,42,documentation,['US'],3,328,11.431,6.525
Ashes of Love,SHOW,2018,TV-14,43,comedy,['CN'],1,1963,17.576,8.52
The Dream Job,SHOW,2016,TV-14,44,drama,['SG'],1,14,0.6,6.1
Lodge 49,SHOW,2018,TV-14,46,drama,['US'],2,4021,10.48,7.449999999999999
Treehouse Detectives,SHOW,2018,TV-Y7,24,animation,[],3,92,1.382,8.125
Narcos: Mexico,SHOW,2018,TV-MA,58,drama,['US'],3,82042,92.102,8.254999999999999
Amazing Interiors,SHOW,2018,TV-PG,26,documentation,"['GB', 'US']",1,802,3.207,6.68
Dark Tourist,SHOW,2018,TV-MA,41,action,['NZ'],1,7233,6.668,7.175000000000001
Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,46,drama,['JP'],1,78,1.342,6.15
Sparta,SHOW,2018,TV-MA,53,thriller,['RU'],1,449,9.31,7.265000000000001
The Truth Seekers,SHOW,2016,TV-MA,44,drama,['SG'],1,16,0.672,7.1
The Family Court,SHOW,2010,TV-MA,45,drama,['SG'],1,,1.4,
Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,TV-Y7,17,action,['US'],2,3153,17.577,5.83
Spiritual House,SHOW,2017,TV-PG,41,,['JP'],1,,0.6,
The Truth,SHOW,2008,TV-14,44,thriller,['SG'],1,,0.6,
The Dragon Prince,SHOW,2018,TV-Y7,27,action,['US'],3,22187,31.275,8.435
Monkey Twins,SHOW,2018,,49,action,['TH'],1,95,0.99,7.15
Single Parents,SHOW,2018,TV-PG,21,comedy,['US'],2,5983,20.739,7.33
Fosse/Verdon,SHOW,2019,TV-MA,50,drama,['US'],1,6157,7.535,7.96
Miz & Mrs,SHOW,2018,TV-14,22,reality,['US'],3,499,7.931,7.205
Cupcake & Dino - General Services,SHOW,2018,TV-Y7,18,animation,"['BR', 'CA']",2,694,4.925,8.21
Rel,SHOW,2018,TV-14,22,comedy,['US'],1,906,2.712,5.26
Women of the Night,SHOW,2019,TV-MA,47,drama,"['BE', 'NL']",2,879,7.418,6.71
Camarón Revolution,SHOW,2018,TV-14,52,documentation,['ES'],1,,1.29,7.3
I Am the Night,SHOW,2019,TV-MA,51,crime,['US'],1,7882,15.038,6.875
La Casa,SHOW,2015,TV-MA,47,drama,['AR'],1,23,0.84,7.7
The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,comedy,['US'],1,2397,3.175,7.635
The Kominsky Method,SHOW,2018,TV-MA,26,drama,['US'],3,38900,18.106,8.02
Messiah,SHOW,2020,TV-MA,45,drama,['US'],1,42667,19.659,7.63
Against the Tide,SHOW,2014,TV-14,44,drama,['SG'],1,11,0.6,7.0
Becoming Champions,SHOW,2018,TV-G,51,documentation,['US'],1,396,1.4,6.550000000000001
Switched,SHOW,2018,TV-MA,39,drama,['JP'],1,1436,9.01,7.56
The Could've-Gone-All-the-Way Committee,SHOW,2018,TV-14,24,comedy,['JP'],1,104,1.875,6.825
I Am a Killer,SHOW,2018,TV-MA,50,documentation,['GB'],3,3977,5.641,7.44
Devs,SHOW,2020,TV-MA,51,scifi,['US'],1,35655,26.748,7.68
Ratched,SHOW,2020,TV-MA,54,drama,['US'],2,54291,35.227,7.609999999999999
When They See Us,SHOW,2019,TV-MA,74,drama,['US'],1,116560,20.965,8.64
Dead to Me,SHOW,2019,TV-MA,31,thriller,['US'],2,74989,26.155,7.78455
Sex Education,SHOW,2019,TV-MA,52,drama,['GB'],4,251168,273.962,8.411100000000001
Mr Inbetween,SHOW,2018,TV-MA,26,crime,"['AU', 'US']",3,15680,47.559,8.265
Talking Tom and Friends,SHOW,2014,TV-G,14,animation,['US'],5,411,22.213,7.239999999999999
Drake & Josh,SHOW,2004,TV-G,25,comedy,['US'],4,38989,108.214,8.13
Baby Ballroom,SHOW,2017,,45,documentation,[],2,206,1.28,7.949999999999999
Accidentally In Love,SHOW,2018,TV-14,31,family,['CN'],1,1156,29.906,7.755
A Million Little Things,SHOW,2018,TV-14,42,drama,['US'],4,12934,40.476,7.915000000000001
72 Dangerous Animals: Asia,SHOW,2018,TV-14,47,documentation,['US'],1,517,10.561,6.59
Afflicted,SHOW,2018,TV-MA,42,documentation,['BR'],1,1120,6.058,5.390000000000001
Community,SHOW,2009,TV-PG,23,comedy,['US'],6,252564,48.311,8.35
Living with Yourself,SHOW,2019,TV-MA,26,drama,['US'],2,30624,9.447,7.16
V Wars,SHOW,2019,TV-MA,42,scifi,['US'],1,13745,19.7,6.965
Beyond Scared Straight,SHOW,2011,TV-PG,45,reality,['US'],9,1159,4.976,7.615
Million Pound Menu,SHOW,2018,,60,reality,['GB'],2,565,4.744,6.59
The Rise of Phoenixes,SHOW,2018,TV-14,45,drama,['CN'],1,1492,8.456,8.344999999999999
Toon,SHOW,2016,TV-MA,27,comedy,['NL'],2,892,2.503,7.989999999999999
The Mire,SHOW,2018,TV-MA,54,drama,['PL'],2,4355,13.039,7.0600000000000005
Booba,SHOW,2014,,4,comedy,['RU'],4,392,10.547,7.1
Stay Here,SHOW,2018,TV-PG,32,reality,['US'],1,1101,2.49,7.35
Magic for Humans,SHOW,2018,TV-14,23,reality,['US'],3,3346,6.964,7.0649999999999995
100 Days My Prince,SHOW,2018,TV-14,75,drama,['KR'],1,2068,10.313,8.09535
The Guest,SHOW,2018,TV-MA,66,drama,['KR'],1,1578,7.293,8.239999999999998
Light as a Feather,SHOW,2018,TV-14,24,drama,['US'],2,3497,18.137,7.4350000000000005
Follow This,SHOW,2018,TV-MA,18,documentation,['US'],3,711,0.902,5.65
Take My Brother Away,SHOW,2018,,46,family,[],1,167,2.593,7.539999999999999
Smoking,SHOW,2018,TV-MA,24,crime,['JP'],2,457,2.955,7.8
Love Storm,SHOW,2016,TV-14,87,family,['TW'],1,326,2.334,7.3
Fargo,SHOW,2014,TV-MA,54,drama,['US'],4,362041,92.438,8.685
Close Your Eyes Before It's Dark,SHOW,2016,TV-14,84,thriller,['TW'],1,229,2.265,6.880000000000001
"Have You Ever Fallen in Love, Miss Jiang?",SHOW,2016,TV-14,85,drama,['TW'],1,,1.365,
Wanderlust,SHOW,2018,TV-MA,57,drama,[],1,5312,5.968,6.925000000000001
Cleo & Cuquin,SHOW,2018,TV-Y,7,animation,['ES'],2,98,2.076,8.285
The Kids Are Alright,SHOW,2018,TV-PG,21,comedy,['US'],1,3349,12.968,7.825
Blood Pact,SHOW,2018,,60,drama,['BR'],1,143,0.907,7.0
WHAT / IF,SHOW,2019,TV-MA,54,drama,['US'],1,15243,19.664,6.619999999999999
Ad Vitam,SHOW,2018,TV-MA,52,scifi,['FR'],1,1671,5.334,6.3100000000000005
Popples,SHOW,2015,,25,family,"['FR', 'RU', 'US']",3,57,3.292,7.1
Signs,SHOW,2018,TV-MA,46,crime,['PL'],2,1676,8.337,6.8
Paradise PD,SHOW,2018,TV-MA,27,comedy,['US'],4,17779,29.709,7.32
Inside the Criminal Mind,SHOW,2018,TV-MA,49,crime,['US'],1,1014,2.304,5.945
"Roswell, New Mexico",SHOW,2019,TV-14,41,scifi,['US'],4,12343,46.094,7.194999999999999
Immortals,SHOW,2018,TV-MA,47,scifi,['TR'],1,3087,13.712,6.125
Grand Hotel,SHOW,2019,TV-PG,43,drama,['US'],1,3505,14.219,7.335
"Drugs, Inc.",SHOW,2010,TV-14,46,documentation,['US'],9,1376,5.365,8.315
The Order,SHOW,2019,TV-MA,48,scifi,['US'],2,27943,27.883,7.404999999999999
A Taiwanese Tale of Two Cities,SHOW,2018,,69,drama,['TW'],2,159,1.4,7.1499999999999995
First and Last,SHOW,2018,TV-MA,41,documentation,['US'],1,423,4.425,7.315
Norm Macdonald Has a Show,SHOW,2018,,30,comedy,['US'],1,3593,2.09,8.44
Find Me in Paris,SHOW,2018,TV-PG,25,scifi,"['DE', 'FR']",3,1534,30.993,8.09
Black Earth Rising,SHOW,2018,TV-MA,59,drama,['GB'],1,4917,5.831,7.395
The Beauty Inside,SHOW,2018,TV-14,59,comedy,['KR'],1,2019,26.875,7.989999999999999
Cannon Busters,SHOW,2019,TV-MA,24,scifi,"['FR', 'JP', 'US']",1,1200,4.263,6.68
Undercover Law,SHOW,2018,,54,drama,['CO'],1,215,2.132,8.15
The Judgement,SHOW,2018,,48,drama,['TH'],1,97,1.429,7.515000000000001
Full Metal Panic! The Second Raid,SHOW,2005,TV-14,23,animation,[],2,5431,0.6,6.6
Car Masters: Rust to Riches,SHOW,2018,TV-PG,37,reality,['US'],4,10058,18.216,8.165000000000001
Boca Juniors Confidential,SHOW,2018,,42,documentation,['AR'],1,352,1.33,7.07
