title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm
The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",2013,R,101,"['drama', 'horror', 'thriller']",['US'],,5.2,17264,27.261,6.22,"['horror', 'thriller']",3.0,1.0,5.71,-1.0199999999999996,0.8135249366538991,0.5545224005796812,0.04829691491583487
Pac-Man and the Ghostly Adventures,SHOW,The fate of PacWorld lies with Pac and his loyal crew as they protect the Power Berries from falling into the sinister hands of Betrayus and his evil army of baddies.,2013,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['CA', 'JP', 'US']",3,4.6,678,13.763,7.660000000000001,"['action', 'scifi']",7.0,3.0,6.130000000000001,-3.0600000000000014,0.7283360677401045,0.7961924944345746,0.16108500674531673
The Nut Job,MOVIE,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",2014,PG,85,"['animation', 'comedy', 'crime', 'family']","['CA', 'KR']",,5.7,28484,20.859,6.130000000000001,"['comedy', 'crime']",4.0,2.0,5.915000000000001,-0.4300000000000006,0.7921799683712675,0.9520122546012767,0.6759702633891485
Yowamushi Pedal,SHOW,"Sakamichi Onada is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.",2013,TV-14,25,"['animation', 'comedy', 'drama', 'sport']",['JP'],4,7.7,824,23.065,7.57,"['animation', 'comedy']",4.0,1.0,7.635,0.1299999999999999,0.8078727754498738,0.9276483709208561,0.40979224795599867
Ever After High,SHOW,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).",2013,TV-Y7,29,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance']",['CA'],5,7.7,1184,28.659,8.02,"['action', 'animation']",8.0,1.0,7.859999999999999,-0.3199999999999994,0.7312973797078467,0.9632214406888344,0.45339074625811726
Dérapages,SHOW,"Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game.",2014,,53,"['drama', 'thriller']",['FR'],2,7.9,14,8.389,7.21,"['drama', 'thriller']",2.0,1.0,7.555,0.6900000000000004,0.7739429126779911,0.9695844725650858,0.7460319338521076
Lalaloopsy,SHOW,"The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",2013,TV-Y,23,['animation'],['US'],3,6.5,104,0.939,4.6,['animation'],1.0,1.0,5.55,1.9000000000000004,0.9250156890938471,0.5545224005796812,0.6121902515694628
Haider,MOVIE,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,2014,PG-13,150,"['action', 'crime', 'drama', 'thriller']",['IN'],,8.1,54709,7.372,7.39,"['action', 'drama']",4.0,1.0,7.744999999999999,0.71,0.7487047962481351,0.9216856422869464,0.7460319341071838
Omar,MOVIE,"The drama, the story of three childhood friends and a young woman who are torn apart in their fight for freedom, is billed as the first fully-financed film to come out of the Palestinian cinema industry.",2013,,96,"['crime', 'drama', 'romance', 'thriller', 'war']",['PS'],,7.5,14318,0.6,7.4799999999999995,"['romance', 'thriller']",5.0,1.0,7.49,0.020000000000000462,0.797501579407807,0.9981372977519195,0.9073848769638089
Tom Segura: Completely Normal,MOVIE,An original stand-up comedy special written and performed by comedian Tom Segura.,2014,,74,"['comedy', 'documentation']",['US'],,7.7,2663,3.08,7.4799999999999995,"['comedy', 'documentation']",2.0,1.0,7.59,0.22000000000000064,0.7773926129874297,0.5545224005796812,0.3342529492750007
We Steal Secrets: The Story of WikiLeaks,MOVIE,"Julian Assange. Bradley Manning. Collateral murder. Cablegate. WikiLeaks. These people and terms have exploded into public consciousness by fundamentally changing the way democratic societies deal with privacy, secrecy, and the right to information, perhaps for generations to come. We Steal Secrets: The Story of WikiLeaks is an extensive examination of all things related to WikiLeaks and the larger global debate over access to information.",2013,R,127,['documentation'],['US'],,6.9,7934,6.159,6.9399999999999995,['documentation'],1.0,1.0,6.92,-0.03999999999999915,0.8829181764295086,0.5545224005796812,0.10483982569942812
Search Party,MOVIE,Two oafs must rescue their stranded pal in Mexico.,2014,R,93,['comedy'],['US'],,5.6,7840,7.116,5.86,['comedy'],1.0,1.0,5.73,-0.2600000000000007,0.7743576575786824,0.5545224005796812,0.6121902523081781
Some Assembly Required,SHOW,"When fourteen-year-old Jarvis Raines gets a chemistry set from his Aunt Marlene for Christmas, he assumes it's just another boring gift. Boy is he wrong! The contents create a chemical reaction that destroys his houseso much for a Merry Christmas! After getting not even an apology from the manufacturer, Knickknack Toys, Jarvis takes them to court, wins, and ends up owning the company!",2014,TV-G,24,"['comedy', 'documentation', 'reality']",['CA'],4,8.5,22,12.121,7.119999999999999,"['comedy', 'documentation']",3.0,1.0,7.81,1.3800000000000008,0.820652405207856,0.9632214406888344,0.27206710805296513
Miniforce,SHOW,Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.,2014,TV-Y7,13,['animation'],['KR'],8,,,4.796,6.4,['animation'],1.0,1.0,6.4,,0.9250156890938471,0.9686905083549058,0.6759702640413766
VeggieTales in the House,SHOW,"Get ready to love your veggies! The beloved faith-based brand has a fresh new look as Bob the Tomato, Larry the Cucumber and all their Veggie friends venture off the countertop for the first time ever in an all-new television series, available exclusively on Netflix. Every episode also features a brand-new, upbeat silly song as the Veggie crew embarks on new adventures throughout their house. This loveable comedy stays true to the roots of the VeggieTales brand by seamlessly weaving in strong moral messages that will capture the hearts of Veggie lovers of all ages.",2014,TV-G,18,"['animation', 'comedy', 'family', 'music']",['US'],4,4.2,311,5.953,5.95,"['comedy', 'family']",4.0,1.0,5.075,-1.75,0.8387259267184312,0.5545224005796812,0.6121902502022777
Stand by Me Doraemon,MOVIE,"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?",2014,G,90,"['animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",['JP'],,7.3,7989,65.668,7.6051,"['fantasy', 'scifi']",6.0,1.0,7.4525500000000005,-0.30510000000000037,0.7484558018899164,0.9276483709208561,0.8229586849575914
Black Money Love,SHOW,"Ömer is a police officer. After the death of his fiancée, he suffers great pain. The body of Sibel, Ömer's fiancée, was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Ömer realizes that there is more behind her suspicious murder",2014,TV-MA,76,"['action', 'crime', 'drama', 'romance']",['TR'],2,7.4,6167,24.363,8.379999999999999,"['action', 'drama']",4.0,1.0,7.89,-0.9799999999999986,0.7507958106211653,0.9890021293041642,0.5541555487082985
Berserk: The Golden Age Arc III - The Advent,MOVIE,"A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile, his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.",2013,NC-17,110,"['action', 'animation', 'drama', 'fantasy', 'horror', 'romance']",['JP'],,7.8,10173,41.099,7.839999999999999,"['drama', 'fantasy']",6.0,1.0,7.819999999999999,-0.03999999999999915,0.7719635588692876,0.9276483709208561,0.22097616862281524
The Square,MOVIE,"The Square looks at the hard realities faced day-to-day by people working to build Egypt’s new democracy. Cairo’s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarek’s fall. The life-and-death struggle between the people and the power of the state is still playing out.",2013,,88,"['documentation', 'drama', 'history']","['EG', 'GB', 'US']",,8.1,8949,5.434,8.02,"['documentation', 'drama']",3.0,3.0,8.059999999999999,0.08000000000000007,0.8385179300100464,0.8552322230536583,0.9999999982914004
2 States,MOVIE,"A man and a woman come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.",2014,PG,149,"['comedy', 'drama', 'romance']",['IN'],,6.9,25656,9.483,6.9399999999999995,"['comedy', 'drama']",3.0,1.0,6.92,-0.03999999999999915,0.6961172323212071,0.9216856422869464,0.675970265279087
Moving Art,SHOW,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",2014,,28,"['documentation', 'family']",['US'],3,8.6,454,1.4,6.67,"['documentation', 'family']",2.0,1.0,7.635,1.9299999999999997,0.8705880218964593,0.5545224005796812,0.675970266122853
Turbo FAST,SHOW,"After Turbo the Snail's improbable win at the Indianapolis 500, the superfast racer finds his life forever changed after he returns from his victory tour. Namely, Tito, his human companion, has built Starlite City, a massive miniature city with an elaborate adjoining race track for Turbo and his fellow snails to live and race in. However, Turbo finds his new life no less hectic as he and his friends face new rivals of all varieties eager to take the champion on. Regardless of the danger, Turbo and his colleagues of the Fast Action Stunt Team are ready for the challenge.",2013,TV-PG,19,"['action', 'animation', 'comedy', 'family', 'scifi', 'sport']",['US'],3,6.3,613,7.35,8.83,"['comedy', 'family']",6.0,1.0,7.5649999999999995,-2.5300000000000002,0.8106755049238086,0.5545224005796812,0.554155547476194
All Hail King Julien,SHOW,"King Julien is back and shaking his booty harder than ever! Discover the wild world of Madagascar as the king takes on the jungle’s craziest adventures in this comedy series. With his loyal sidekicks Maurice and Mort, they meet a whole new cast of colorful animals, including ambitious head of security Clover and the villainous Foosa. No one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care.",2014,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],5,7.0,2042,26.409,7.21,"['comedy', 'family']",5.0,1.0,7.105,-0.20999999999999996,0.7847402290588847,0.5545224005796812,0.45339074468387236
The Short Game,MOVIE,"Each year, the world’s best 7 year-old golfers descend on Pinehurst, North Carolina to compete in the World Championships of Junior Golf. The Short Game follows eight of these very young athletes on their quest to become the sport’s next phenom.",2013,PG,100,"['documentation', 'sport']",['US'],,7.3,1570,3.553,7.57,"['documentation', 'sport']",2.0,1.0,7.4350000000000005,-0.27000000000000046,0.9173890216261732,0.5545224005796812,0.7460319359106693
Highway,MOVIE,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",2014,PG-13,133,"['crime', 'drama', 'romance']",['IN'],,7.6,28688,6.553,7.57,"['crime', 'romance']",3.0,1.0,7.585,0.02999999999999936,0.7709532068197845,0.9216856422869464,0.6759702632827654
Jinxed,MOVIE,"Meet the Murphys, a family with never ending bad luck. ""Anything that can go wrong, will go wrong,"" it's Murphy's law! Over a century ago a witch put a magical curse on their great-great grandfather and the whole family has been jinxed for generations! After Meg Murphy (played by Big Time Rush's Ciara Bravo) and her family's house is destroyed in yet another freak accident, the family moves into their grandfather's house in Harvest Hills. In a not-so-strange case of bad luck, Meg's nemesis Ivy is also spending the summer in town. But things start to look up, kind of, when Meg meets a local boy named Brett and he casts another spell on her, a love spell that is! With help from her brother Charlie, Meg more determined than ever, must break the hex on her catastrophically cursed family! Watch this doomed teen try for a normal existence in a world full of hijinks!",2013,G,70,"['comedy', 'family']","['CA', 'US']",,6.3,1488,6.357,7.03,"['comedy', 'family']",2.0,2.0,6.665,-0.7300000000000004,0.8248943772317469,0.7968013682594776,0.7460319345874346
Dragons: Dawn Of The Dragon Racers,MOVIE,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,2014,,26,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],,,,41.761,7.4799999999999995,"['animation', 'fantasy']",5.0,1.0,7.4799999999999995,,0.7847402290588847,0.5545224005796812,0.17908600119029483
20 Minutes,SHOW,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,2013,TV-MA,46,"['action', 'drama', 'romance']",['TR'],1,7.1,1730,2.294,8.2,"['action', 'drama']",3.0,1.0,7.6499999999999995,-1.0999999999999996,0.7649726389368621,0.9890021293041642,0.6121902527312866
Dabbe: The Possession,MOVIE,"Preparing for her wedding, Kübra gets possessed by unknown livings. To cure Kübra, a psychiatrist, Ebru, gets on way. Ebru is also an old friend of Kübra. Ebru would work together with an exorcist to save Kübra. Just when things seemed to be going well, everything start going horribly wrong.",2013,,120,['horror'],['TR'],,6.8,5831,5.475,6.4,['horror'],1.0,1.0,6.6,0.39999999999999947,0.9475040196889599,0.9890021293041642,0.37019630567548467
Ralphie May: Imperfectly Yours,MOVIE,Standup in Las Vegas.,2013,,69,"['comedy', 'documentation']",['US'],,5.4,154,2.254,5.5,"['comedy', 'documentation']",2.0,1.0,5.45,-0.09999999999999964,0.7773926129874297,0.5545224005796812,0.2452609999238094
Mary Kom,MOVIE,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,2014,PG-13,122,"['action', 'drama', 'history', 'sport']",['IN'],,6.8,10769,4.917,7.39,"['action', 'history']",4.0,1.0,7.095,-0.5899999999999999,0.8701830635347525,0.9216856422869464,0.6759702647309255
"The Other One: The Long, Strange Trip of Bob Weir",MOVIE,"Drop out of school to ride with the Merry Pranksters. Form America’s most enduring jam band. Become a family man and father. Never stop chasing the muse. Bob Weir took his own path to and through superstardom as rhythm guitarist for The Grateful Dead. Mike Fleiss re-imagines the whole wild journey in this magnetic rock doc and concert film, with memorable input from bandmates, contemporaries, followers, family, and, of course, the inimitable Bob Weir himself.",2014,,85,"['documentation', 'music']",['US'],,7.3,1677,1.52,7.57,"['documentation', 'music']",2.0,1.0,7.4350000000000005,-0.27000000000000046,0.9049549985627411,0.5545224005796812,0.05405545818023487
Fukrey,MOVIE,"The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",2013,PG-13,137,"['comedy', 'drama', 'romance']",['IN'],,6.9,11780,4.383,7.119999999999999,"['comedy', 'drama']",3.0,1.0,7.01,-0.21999999999999886,0.6961172323212071,0.9216856422869464,0.8229586848039477
Free Birds,MOVIE,Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history—and get turkey off the holiday menu for good.,2013,PG,91,"['animation', 'comedy', 'family', 'scifi']",['US'],,5.8,24140,17.211,6.3100000000000005,"['animation', 'comedy']",4.0,1.0,6.055,-0.5100000000000007,0.8084853978277691,0.5545224005796812,0.6121902513589174
Race 2,MOVIE,"Ranveer Singh (Saif Ali Khan) travels to exotic locales and confronts the Turkish mafia on a mission to avenge the death of his lover Sonia in this action-packed sequel. In the process of seeking her killers, Ranveer crosses Armaan Mallick (John Abraham) and Aleena (Deepika Padukone) -- two of the most feared figures in the Turkish underworld. Meanwhile, Ranveer's loyal friend RD (Anil Kapoor) and his new partner Cherry (Amisha Patel) offer a helping hand in a world where love is cheap and trust is a luxury most agents can't afford.",2013,,150,"['action', 'crime', 'thriller']",['IN'],,5.3,16455,4.49,6.04,"['action', 'thriller']",3.0,1.0,5.67,-0.7400000000000002,0.817256892206314,0.9216856422869464,0.8229586835346552
Incomplete Life,SHOW,"Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",2014,TV-14,73,"['comedy', 'drama']",['KR'],1,8.5,1987,6.909,9.19,"['comedy', 'drama']",2.0,1.0,8.844999999999999,-0.6899999999999995,0.676586758987894,0.9686905083549058,0.5013732877209115
LEGO Marvel Super Heroes: Maximum Overload,MOVIE,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.,2013,PG,20,"['action', 'animation', 'comedy']",['US'],,,,10.788,6.58,"['action', 'animation']",3.0,1.0,6.58,,0.7902231478373535,0.5545224005796812,0.16108500776686144
Birth Reborn,MOVIE,"The feature film ' The Birth Reborn' portrays the serious obstetric reality in the world, which is characterized by an alarming number of cesarean or deliveries with traumatic and unnecessary interventions, as opposed to what is known and recommended by science today. This situation has serious perinatal, psychological, social, anthropological and financial consequences. Through the reports of some of the leading experts in the area and the latest scientific discoveries, the film questions the current obstetric model, leads to a reflection on the new paradigm of the twenty-first century and the future of a civilization born without the so-called 'love hormones', released only under specific conditions of labor.",2013,,91,"['documentation', 'family', 'history']",['BR'],,7.8,252,1.248,7.119999999999999,"['documentation', 'family']",3.0,1.0,7.459999999999999,0.6800000000000006,0.8848538932014588,0.9867304319114597,0.5541555484954342
The Berlin File,MOVIE,"When an illicit arms deal goes bad, North Korean spy Pyo Jong-seong finds himself targeted not just by the South Koreans but also his own bosses.",2013,,120,"['action', 'thriller']",['KR'],,6.6,7198,7.911,7.03,"['action', 'thriller']",2.0,1.0,6.8149999999999995,-0.4300000000000006,0.8447733335056647,0.9686905083549058,0.6121902534895579
Monty Python: The Meaning of Live,MOVIE,"With unprecedented access, this program reveals the humour, chaos and passion that went into bringing the Flying Circus to the stage cumulating in the legendary One Down, Five To Go.",2014,,96,"['comedy', 'documentation']",['GB'],,7.6,598,1.714,7.660000000000001,"['comedy', 'documentation']",2.0,1.0,7.630000000000001,-0.060000000000001386,0.7773926129874297,0.9307862760908432,0.19898672142223672
Imperial Dreams,MOVIE,"A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.",2014,,87,['drama'],['US'],,6.7,4509,5.371,6.85,['drama'],1.0,1.0,6.775,-0.14999999999999947,0.7665544751910898,0.5545224005796812,0.5013732874120439
Monty Python: Live (Mostly),MOVIE,"Celebrate the last night of the Pythons on the big screen! - With John Cleese, Eric Idle, Terry Gilliam, Terry Jones and Michael Palin.",2014,R,138,"['comedy', 'documentation', 'music']",['GB'],,7.6,2623,3.875,7.39,"['comedy', 'documentation']",3.0,1.0,7.494999999999999,0.20999999999999996,0.8307000386163409,0.9307862760908432,0.4533907450273068
Dokidoki! PreCure,SHOW,"Thanks to Sharuru, a fairy from the Trump Kingdom, and the power of mysterious accessories called Cure Lovies, Mana transforms into Cure Heart! Mana, her close friend Rikka, her high-class childhood friend Alice, and the enigmatic, cool super idol singer Makoto all become legendary saviors. Together, they purify the Jikochu, who have forgotten about love!",2013,TV-G,23,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['JP'],2,6.2,195,9.028,8.2,"['action', 'animation']",6.0,1.0,7.199999999999999,-1.9999999999999991,0.7319897098005133,0.9276483709208561,0.4097922503548994
Booba,SHOW,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",2014,,4,"['animation', 'comedy', 'family']",['RU'],4,6.9,392,10.547,7.3,"['animation', 'comedy']",3.0,1.0,7.1,-0.39999999999999947,0.8166436705145546,0.9977103113834572,0.8229586837476496
LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,"When Batman, claiming to be a loner, refuses to join the Justice League, he is drawn into working with them when they are kidnapped one-by-one and held prisoner by one of Batman's nemeses.",2014,,22,"['action', 'animation', 'comedy', 'family', 'scifi']",['US'],,6.5,1340,12.506,7.21,"['action', 'animation']",5.0,1.0,6.855,-0.71,0.7831501487099988,0.5545224005796812,0.08427782281090258
Hasee Toh Phasee,MOVIE,"On the eve of Nikhil and Karishma’s engagement, Karishma’s wealthy father, Devesh Solanki, expresses his disapproval, believing Nikhil to be a lackadaisical young man. With one week to prove himself worthy to marry Karishma, Nikhil and Karishma's sister, Meeta, grow closer to each other.",2014,PG-13,141,"['comedy', 'romance']",['IN'],,6.8,15152,6.166,7.03,"['comedy', 'romance']",2.0,1.0,6.915,-0.23000000000000043,0.7767652088457677,0.9216856422869464,0.40979225007925296
Zbrodnia,SHOW,The peaceful lives of the residents inhabiting a seaside town are shaken following a series of macabre crimes.,2014,TV-MA,45,"['action', 'crime']",['PL'],2,6.2,692,2.675,6.67,"['action', 'crime']",2.0,1.0,6.4350000000000005,-0.46999999999999975,0.8582002761287977,0.9942432312170016,0.6759702643201676
The Boss: Anatomy of a Crime,MOVIE,"This incredibly disturbing story follows the exploitation of an apprentice butcher, Hermógenes, and his trial after he murders his boss in broad daylight. Hermógenes, a farmhand from northern Argentina, relocates to Buenos Aires in search of a better life for himself and his young wife, but soon finds himself at the mercy of a corrupt boss. The film is based on a thorough investigation of a real event that happened in Buenos Aires 10 years ago. Almost every scene in the film is inspired by real facts or based on well documented daily practices of the “meat business” and its environment. Both a shocking exposé of unscrupulous practices in the meat industry and a heart-wrenching personal story, El Patrón became one of the most successful Argentine films of 2014.",2014,,98,"['crime', 'drama']","['AR', 'VE']",,7.3,2156,25.309,8.02,"['crime', 'drama']",2.0,2.0,7.66,-0.7199999999999998,0.797275206562767,0.9952757912984718,0.22097616714249535
"That Winter, the Wind Blows",SHOW,"Circumstances condemn Oh Soo and Oh Young to loveless lives. After the untimely death of his first love, Oh Soo turns to an ambitionless life as a derelict gambler. The gorgeous Oh Young should be leading the perfect life as an heiress, but when her parents’ divorce crumbles the family, she faces the reality of living life alone—particularly in light of her increasingly impaired vision. When these two heavy souls cross paths, fate delivers a chance meeting that will change their lives forever.",2013,TV-MA,63,['drama'],['KR'],1,7.6,1836,5.05,7.75,['drama'],1.0,1.0,7.675,-0.15000000000000036,0.7665544751910898,0.9686905083549058,0.27206710600291384
Once Upon a Time in Mumbai Dobaara!,MOVIE,"Shoaib's life takes a precarious turn when he finds himself pitted against a younger contemporary - not just in ""business"", but in love...",2013,,160,"['action', 'crime', 'drama', 'romance']",['IN'],,4.4,7204,3.627,5.95,"['action', 'crime']",4.0,1.0,5.175000000000001,-1.5499999999999998,0.7507958106211653,0.9216856422869464,0.4097922503424056
Jim Jefferies: Bare,MOVIE,"Smart, crude, and in-your-face, Australian comic/actor/equal-opportunity-offender Jim Jefferies is not for the faint of heart. Whether he is lampooning gun control, auditioning disabled actors, or over-sharing sexual experiences, the FXX ""Legit"" star proves nothing is out of bounds and even less, off limits. Filmed during the Boston run of his recent stand up tour.",2014,R,76,['comedy'],['US'],,8.0,5461,6.947,7.75,['comedy'],1.0,1.0,7.875,0.25,0.7743576575786824,0.5545224005796812,0.5013732881370135
Pizza,MOVIE,"'Pizza' is a supernatural thriller - it is the story of Kunal,a pizza delivery boy who works at a small pizza joint in Mumbai. The staff working at the Pizza joint are his only friends and his wife Nikita, is someone whom he trusts and enjoys spending time with.  His life is limited to delivering pizzas across the city .Kunal is a non believer in the occult - whether ghosts or the afterlife. Life is a series of regular uneventful days, until one day a pizza delivery goes wrong. Kunal delivers to a couple at a House and this encounter changes his life around for the worse. The experiences in the haunted house makes Kunal realize there are supernatural powers in existence... and to make matters worse, when he finally escapes from the house, his wife Nikita goes missing. 'Pizza' is a horror film, with a twist.",2014,,107,"['horror', 'thriller']",['IN'],,6.2,1313,2.54,5.14,"['horror', 'thriller']",2.0,1.0,5.67,1.0600000000000005,0.889463318485985,0.9216856422869464,0.822958683104167
Boss,MOVIE,"Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.",2013,PG-13,143,"['action', 'comedy', 'crime', 'drama']",['IN'],,5.1,11159,3.181,6.130000000000001,"['comedy', 'drama']",4.0,1.0,5.615,-1.0300000000000011,0.7032931540586449,0.9216856422869464,0.8229586822066539
Madras Cafe,MOVIE,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,2013,PG-13,130,"['action', 'drama', 'thriller']",['IN'],,7.6,24506,7.356,6.9399999999999995,"['action', 'thriller']",3.0,1.0,7.27,0.6600000000000001,0.7613371103254047,0.9216856422869464,0.6121902522603907
Dharmakshetra,SHOW,"After the end of 18 days war of Mahabharata, Pandavas and Kauravas reach the court of Chitragupta where they have to answer their actions of their past life. In each episode one of the character takes the centre stage to answer the questions asked by Chitragupta on behalf of the others.",2014,TV-14,44,['drama'],['IN'],1,8.3,273,1.243,10.0,['drama'],1.0,1.0,9.15,-1.6999999999999993,0.7665544751910898,0.9216856422869464,0.5541555486915334
Masha's Spooky Stories,SHOW,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",2014,TV-Y,5,"['animation', 'family']",['RU'],1,6.2,67,6.738,5.95,"['animation', 'family']",2.0,1.0,6.075,0.25,0.8985752233619654,0.9977103113834572,0.4533907439607978
Ankhon Dekhi,MOVIE,"Bauji resists his daughter's request to let her marry the man she loves as the villagers incessantly shame him. However, his opinion changes after he meets him and he decides to change his viewpoint.",2014,,104,"['comedy', 'drama']",['IN'],,8.0,11330,4.013,7.21,"['comedy', 'drama']",2.0,1.0,7.605,0.79,0.676586758987894,0.9216856422869464,0.45339074408336166
Kai Po Che!,MOVIE,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,2013,,126,"['drama', 'sport']",['IN'],,7.7,36784,6.691,7.3,"['drama', 'sport']",2.0,1.0,7.5,0.40000000000000036,0.8974769596413785,0.9216856422869464,0.5013732894310807
Anjaan,MOVIE,"Krishna (Suriya) comes to Mumbai in search of his brother Raju Bhai (Suriya), an underworld don. Through Raju Bhai's gangster friends, his past life is revealed. What happened to Raju Bhai? Will Krishna find him?",2014,,170,"['action', 'crime', 'thriller']",['IN'],,5.3,5018,4.673,6.22,"['action', 'crime']",3.0,1.0,5.76,-0.9199999999999999,0.817256892206314,0.9216856422869464,0.9073848768299542
ABCD,MOVIE,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",2013,PG-13,136,"['drama', 'music']",['IN'],,6.3,6960,3.347,6.49,"['drama', 'music']",2.0,1.0,6.395,-0.1900000000000004,0.8808913778936379,0.9216856422869464,0.8229586824497714
Blind Detective,MOVIE,"A blind detective, former cop, teams up with a policewoman who admires him to solve the disappearance of a girl friend of hers, years ago. Besides, he helps her to improve her skills as an investigator.",2013,,130,"['action', 'comedy', 'crime', 'drama', 'thriller']",['HK'],,6.4,3300,7.454,6.4,"['action', 'crime']",5.0,1.0,6.4,0.0,0.6836289913576022,0.9953493810053182,0.5541555473142488
Satyagraha,MOVIE,"Satyagraha is the story of a son who yearns for a father. Of a father, who grieves for his lost son. Of a young woman who fights so hard with life that she has forgotten to love. Of an ambitious rabble-rouser, for whom action is the knee-jerk mantra. It is the story of how these four discover one another, and come together to raise hell, shaking the powers that be to their very roots! But, Satyagraha is also the story of an influential power-hungry despot who will stop at nothing to destroy them.",2013,PG,152,"['documentation', 'drama']",['IN'],,5.9,5171,2.663,6.58,"['documentation', 'drama']",2.0,1.0,6.24,-0.6799999999999997,0.7817757538390906,0.9216856422869464,0.6121902502320357
