title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm
"Young, Famous & African",SHOW,"This reality series follows a crew of famed, affluent stars as they work and play, flirt and feud in Johannesburg, South Africa. This all-African reality series includes actor Khanyi Mbau, musician Diamond Platnumz and rapper Nadia Nakai.",2022,TV-MA,43,['reality'],['ZA'],1,4.4,417,5.222,9.370000000000001,['reality'],1.0,1.0,6.885000000000001,-4.970000000000001,0.9555180933659505,0.9936013960219393,0.2720671051239041
Secrets of Summer,SHOW,"A remote Argentine resort revives its wakeboarding competition, drawing in Mexican athlete Steffi, who is determined to uncover a family secret.",2022,TV-Y,30,"['drama', 'family', 'music']",['ES'],1,5.9,131,5.03,8.56,"['drama', 'family']",3.0,1.0,7.23,-2.66,0.8631846802486038,0.9738945956460092,0.45339074400052976
Arlo the Alligator Boy,MOVIE,"A young humanoid alligator travels to the big city in hopes of reuniting with his estranged father, meeting a colorful cast of characters along the way.",2021,,90,"['animation', 'comedy', 'family']",['US'],,6.4,1105,17.89,7.21,"['animation', 'comedy']",3.0,1.0,6.805,-0.8099999999999996,0.8166436705145546,0.5545224005796812,0.3016412632705646
Where Is Marta?,SHOW,"Teenager Marta del Castillo's disappearance made headlines in Spain. Family, friends, police and more weigh in on a case that is still unresolved.",2021,,63,"['crime', 'documentation']",['ES'],1,6.8,1267,2.99,7.660000000000001,"['crime', 'documentation']",2.0,1.0,7.23,-0.8600000000000012,0.8476605778130256,0.9738945956460092,0.5541555500859378
The Photographer: Murder in Pinamar,MOVIE,"The murder of photographer José Luis Cabezas in the summer of 1997 deeply shakes Argentina, and ends up revealing a mafia scheme in which the political and economic powers  appear to be involved.",2022,,105,"['crime', 'documentation']",['AR'],,6.7,494,49.939,7.4799999999999995,"['crime', 'documentation']",2.0,1.0,7.09,-0.7799999999999994,0.8476605778130256,0.991576273927538,0.17908600200932726
The Last Paradiso,MOVIE,"In 1950s Italy, a farmer's dream of improving workers’ living conditions collapses when he falls for a landowner's daughter. Based on true events.",2021,,107,"['drama', 'romance']",['IT'],,5.6,1350,16.792,6.3100000000000005,"['drama', 'romance']",2.0,1.0,5.955,-0.7100000000000009,0.7809468902141508,0.9891755479169907,0.55415555014597
50M2,SHOW,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",2021,TV-MA,49,"['comedy', 'crime', 'drama', 'thriller']",['TR'],1,6.9,5645,7.607,7.75,"['comedy', 'drama']",4.0,1.0,7.325,-0.8499999999999996,0.6947085873878152,0.9890021293041642,0.7460319352114095
Smother-In-Law,SHOW,"Living with her family since the pandemic struck, the meddling Isadir does her best to disrupt the lives of her bumbling son and rival daughter-in-law.",2022,TV-MA,25,['comedy'],['BR'],1,4.2,130,2.507,9.46,['comedy'],1.0,1.0,6.83,-5.260000000000001,0.7743576575786824,0.9867304319114597,0.4533907449011711
The Father Who Moves Mountains,MOVIE,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",2021,PG-13,108,"['drama', 'thriller']","['RO', 'SE']",,5.5,3472,19.955,6.4,"['drama', 'thriller']",2.0,2.0,5.95,-0.9000000000000004,0.7739429126779911,0.9955350929714987,0.24526099906092996
Forever Out of My League,MOVIE,"Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her match.",2022,,104,"['comedy', 'drama', 'romance']",['IT'],,5.3,463,61.008,6.130000000000001,"['comedy', 'romance']",3.0,1.0,5.715,-0.830000000000001,0.6961172323212071,0.9891755479169907,0.5013732874455266
Hand Rolled Cigarette,MOVIE,"A retired British Chinese soldier, a young South Asian man, an encounter at Chungking Mansions.  Coincidentally, they both offended the same gang boss. What has given them a new lease of life and how do they rediscover themselves through each other’s company…",2021,,100,['thriller'],['HK'],,,,3.191,5.77,['thriller'],1.0,1.0,5.77,,0.883051775271205,0.9953493810053182,0.30164126426780374
